연도,시도,행정구역,학제,학교수,학생수,학생_남,학생_여,교직원수,다문화학생수,다문화_남,다문화_여
2021,경기,수원시,유치원,183,15710,8052,7658,1315,0,0,0
2021,경기,수원시,초등학교,99,65671,33885,31786,4073,2292,1156,1136
2021,경기,수원시,중학교,57,33954,17524,16430,2501,608,291,317
2021,경기,수원시,고등학교,44,35247,18734,16513,3497,277,109,168
2021,경기,수원시,  (일반고),31,26527,13785,12742,2525,155,49,106
2021,경기,수원시,  (특목고),4,1743,970,773,247,16,7,9
2021,경기,수원시,  (특성화고),8,6233,3235,2998,651,99,46,53
2021,경기,수원시,  (자율고),1,744,744,0,74,7,7,0
2021,경기,수원시,특수학교,3,456,317,139,186,0,0,0
2021,경기,성남시,유치원,122,8306,4196,4110,789,0,0,0
2021,경기,성남시,초등학교,72,45058,23198,21860,2893,1231,643,588
2021,경기,성남시,중학교,45,23835,12290,11545,1922,359,159,200
2021,경기,성남시,고등학교,36,25622,13025,12597,2550,213,110,103
2021,경기,성남시,  (일반고),27,19747,10464,9283,1899,110,53,57
2021,경기,성남시,  (특목고),2,1590,308,1282,107,8,3,5
2021,경기,성남시,  (특성화고),7,4285,2253,2032,544,95,54,41
2021,경기,성남시,특수학교,2,380,267,113,166,0,0,0
2021,경기,성남시,각종학교,2,480,86,394,35,4,0,4
2021,경기,부천시,유치원,123,8832,4418,4414,765,0,0,0
2021,경기,부천시,초등학교,64,37862,19356,18506,2415,2200,1138,1062
2021,경기,부천시,중학교,32,19687,10093,9594,1547,623,330,293
2021,경기,부천시,고등학교,28,18773,9455,9318,1960,219,106,113
2021,경기,부천시,  (일반고),23,15542,7903,7639,1567,149,69,80
2021,경기,부천시,  (특목고),1,691,128,563,46,0,0,0
2021,경기,부천시,  (특성화고),4,2540,1424,1116,347,70,37,33
2021,경기,부천시,특수학교,2,350,231,119,126,0,0,0
2021,경기,안양시,유치원,75,5171,2601,2570,479,0,0,0
2021,경기,안양시,초등학교,41,26687,13772,12915,1646,673,342,331
2021,경기,안양시,중학교,24,14955,7808,7147,1128,160,74,86
2021,경기,안양시,고등학교,21,16418,8321,8097,1580,101,41,60
2021,경기,안양시,  (일반고),13,11687,6304,5383,1062,31,14,17
2021,경기,안양시,  (특목고),3,1788,537,1251,138,10,2,8
2021,경기,안양시,  (특성화고),5,2943,1480,1463,380,60,25,35
2021,경기,안양시,특수학교,1,185,124,61,78,0,0,0
2021,경기,과천시,유치원,6,451,227,224,38,0,0,0
2021,경기,과천시,초등학교,4,3543,1845,1698,206,20,15,5
2021,경기,과천시,중학교,2,1819,960,859,134,3,2,1
2021,경기,과천시,고등학교,4,2126,1024,1102,224,6,5,1
2021,경기,과천시,  (일반고),3,1454,837,617,166,2,2,0
2021,경기,과천시,  (특목고),1,672,187,485,58,4,3,1
2021,경기,안산시,유치원,93,6567,3291,3276,547,0,0,0
2021,경기,안산시,초등학교,55,32594,16636,15958,2027,3762,1920,1842
2021,경기,안산시,중학교,30,17937,9267,8670,1363,1195,620,575
2021,경기,안산시,고등학교,24,19288,9949,9339,1940,582,263,319
2021,경기,안산시,  (일반고),17,13723,7034,6689,1383,306,144,162
2021,경기,안산시,  (특성화고),6,4527,2407,2120,478,274,117,157
2021,경기,안산시,  (자율고),1,1038,508,530,79,2,2,0
2021,경기,안산시,특수학교,2,287,197,90,104,0,0,0
2021,경기,용인시,유치원,163,13828,6959,6869,1062,0,0,0
2021,경기,용인시,초등학교,103,68048,34743,33305,4149,1131,583,548
2021,경기,용인시,중학교,50,33953,17489,16464,2440,315,147,168
2021,경기,용인시,고등학교,32,27414,14156,13258,2251,114,49,65
2021,경기,용인시,  (일반고),29,25482,13297,12185,2088,99,44,55
2021,경기,용인시,  (특성화고),2,834,479,355,98,8,2,6
2021,경기,용인시,  (자율고),1,1098,380,718,65,7,3,4
2021,경기,용인시,특수학교,2,282,185,97,107,0,0,0
2021,경기,용인시,각종학교,2,349,181,168,35,1,1,0
2021,경기,군포시,유치원,47,2543,1282,1261,220,0,0,0
2021,경기,군포시,초등학교,27,13915,7176,6739,938,575,317,258
2021,경기,군포시,중학교,12,7348,3809,3539,574,130,63,67
2021,경기,군포시,고등학교,8,6478,3438,3040,673,43,23,20
2021,경기,군포시,  (일반고),5,5175,2688,2487,467,28,15,13
2021,경기,군포시,  (특성화고),2,716,446,270,145,13,8,5
2021,경기,군포시,  (자율고),1,587,304,283,61,2,0,2
2021,경기,의왕시,유치원,22,1212,620,592,120,0,0,0
2021,경기,의왕시,초등학교,14,7294,3744,3550,489,189,93,96
2021,경기,의왕시,중학교,7,3463,1778,1685,288,34,11,23
2021,경기,의왕시,고등학교,5,3329,1593,1736,314,6,3,3
2021,경기,의왕시,  (일반고),3,2187,1142,1045,210,2,1,1
2021,경기,의왕시,  (특목고),1,585,156,429,45,2,1,1
2021,경기,의왕시,  (자율고),1,557,295,262,59,2,1,1
2021,경기,의왕시,특수학교,1,94,63,31,47,0,0,0
2021,경기,시흥시,유치원,77,6231,3122,3109,514,0,0,0
2021,경기,시흥시,초등학교,48,32306,16562,15744,1958,2360,1191,1169
2021,경기,시흥시,중학교,24,14913,7507,7406,1132,621,317,304
2021,경기,시흥시,고등학교,17,13169,6965,6204,1195,177,103,74
2021,경기,시흥시,  (일반고),13,10960,5406,5554,956,116,60,56
2021,경기,시흥시,  (특성화고),4,2209,1559,650,239,61,43,18
2021,경기,시흥시,각종학교,1,64,33,31,19,25,16,9
2021,경기,평택시,유치원,109,7241,3695,3546,610,0,0,0
2021,경기,평택시,초등학교,62,32911,16810,16101,2080,1661,824,837
2021,경기,평택시,중학교,25,15728,8115,7613,1097,448,237,211
2021,경기,평택시,고등학교,21,14670,7778,6892,1300,176,57,119
2021,경기,평택시,  (일반고),16,12074,6033,6041,1022,123,35,88
2021,경기,평택시,  (특목고),1,482,423,59,69,11,8,3
2021,경기,평택시,  (특성화고),4,2114,1322,792,209,42,14,28
2021,경기,평택시,특수학교,2,252,180,72,97,0,0,0
2021,경기,화성시,유치원,180,17417,8841,8576,1457,0,0,0
2021,경기,화성시,초등학교,101,68101,34688,33413,4111,1987,1010,977
2021,경기,화성시,중학교,43,30117,15283,14834,2032,529,268,261
2021,경기,화성시,고등학교,28,21128,10370,10758,1710,142,61,81
2021,경기,화성시,  (일반고),24,19792,9954,9838,1546,128,59,69
2021,경기,화성시,  (특목고),1,599,151,448,75,4,1,3
2021,경기,화성시,  (특성화고),3,737,265,472,89,10,1,9
2021,경기,화성시,특수학교,3,310,205,105,126,0,0,0
2021,경기,오산시,유치원,48,4634,2339,2295,399,0,0,0
2021,경기,오산시,초등학교,25,16340,8325,8015,1007,901,465,436
2021,경기,오산시,중학교,9,7579,3871,3708,498,195,100,95
2021,경기,오산시,고등학교,8,6654,3361,3293,554,56,32,24
2021,경기,오산시,  (일반고),7,5971,2944,3027,485,39,21,18
2021,경기,오산시,  (특성화고),1,683,417,266,69,17,11,6
2021,경기,오산시,특수학교,1,128,84,44,49,0,0,0
2021,경기,광명시,유치원,44,2717,1399,1318,264,0,0,0
2021,경기,광명시,초등학교,25,16124,8280,7844,1094,494,250,244
2021,경기,광명시,중학교,12,8855,4430,4425,684,136,63,73
2021,경기,광명시,고등학교,11,8075,4403,3672,814,55,27,28
2021,경기,광명시,  (일반고),9,7400,3930,3470,702,46,22,24
2021,경기,광명시,  (특성화고),2,675,473,202,112,9,5,4
2021,경기,광주시,유치원,43,2615,1327,1288,221,0,0,0
2021,경기,광주시,초등학교,31,20505,10503,10002,1238,856,436,420
2021,경기,광주시,중학교,11,9217,4658,4559,671,246,126,120
2021,경기,광주시,고등학교,8,6342,3000,3342,579,53,24,29
2021,경기,광주시,  (일반고),7,5962,3000,2962,542,49,24,25
2021,경기,광주시,  (특성화고),1,380,0,380,37,4,0,4
2021,경기,광주시,특수학교,4,328,233,95,146,0,0,0
2021,경기,하남시,유치원,35,2908,1481,1427,232,0,0,0
2021,경기,하남시,초등학교,23,18476,9411,9065,1059,292,150,142
2021,경기,하남시,중학교,12,7397,3736,3661,568,89,46,43
2021,경기,하남시,고등학교,10,5337,2711,2626,550,26,16,10
2021,경기,하남시,  (일반고),8,4466,2296,2170,436,18,9,9
2021,경기,하남시,  (특성화고),2,871,415,456,114,8,7,1
2021,경기,하남시,특수학교,1,125,90,35,53,0,0,0
2021,경기,하남시,고등공민학교,1,29,16,13,5,0,0,0
2021,경기,김포시,유치원,96,10287,5212,5075,773,0,0,0
2021,경기,김포시,초등학교,47,35537,18048,17489,2087,966,515,451
2021,경기,김포시,중학교,23,14577,7367,7210,1001,299,168,131
2021,경기,김포시,고등학교,14,10922,5565,5357,921,101,52,49
2021,경기,김포시,  (일반고),12,9754,4869,4885,803,90,43,47
2021,경기,김포시,  (특목고),1,541,204,337,48,1,0,1
2021,경기,김포시,  (특성화고),1,627,492,135,70,10,9,1
2021,경기,김포시,특수학교,1,219,150,69,88,0,0,0
2021,경기,이천시,유치원,47,2050,1022,1028,187,0,0,0
2021,경기,이천시,초등학교,31,12678,6551,6127,843,500,246,254
2021,경기,이천시,중학교,15,6426,3300,3126,522,153,73,80
2021,경기,이천시,고등학교,12,5929,3071,2858,620,80,25,55
2021,경기,이천시,  (일반고),10,5591,2953,2638,576,74,23,51
2021,경기,이천시,  (특성화고),2,338,118,220,44,6,2,4
2021,경기,이천시,특수학교,1,159,113,46,68,0,0,0
2021,경기,이천시,각종학교,1,0,0,0,12,0,0,0
2021,경기,안성시,유치원,47,2252,1138,1114,193,0,0,0
2021,경기,안성시,초등학교,34,10378,5303,5075,810,772,396,376
2021,경기,안성시,중학교,13,5277,2738,2539,424,194,93,101
2021,경기,안성시,고등학교,9,4449,2267,2182,417,63,32,31
2021,경기,안성시,  (일반고),6,3641,1740,1901,321,45,21,24
2021,경기,안성시,  (특성화고),3,808,527,281,96,18,11,7
2021,경기,안성시,특수학교,1,53,37,16,21,0,0,0
2021,경기,여주시,유치원,34,996,496,500,102,0,0,0
2021,경기,여주시,초등학교,23,5178,2685,2493,450,268,141,127
2021,경기,여주시,중학교,13,2657,1386,1271,291,100,36,64
2021,경기,여주시,고등학교,9,2842,1468,1374,321,51,25,26
2021,경기,여주시,  (일반고),7,2151,1074,1077,216,32,15,17
2021,경기,여주시,  (특성화고),2,691,394,297,105,19,10,9
2021,경기,양평군,유치원,25,525,278,247,64,0,0,0
2021,경기,양평군,초등학교,22,5036,2626,2410,430,257,139,118
2021,경기,양평군,중학교,12,2773,1410,1363,288,57,22,35
2021,경기,양평군,고등학교,8,2847,1483,1364,305,23,11,12
2021,경기,양평군,  (일반고),7,2681,1329,1352,275,21,9,12
2021,경기,양평군,  (특성화고),1,166,154,12,30,2,2,0
2021,경기,양평군,특수학교,1,76,40,36,40,0,0,0
2021,경기,고양시,유치원,167,12656,6417,6239,1111,0,0,0
2021,경기,고양시,초등학교,88,54368,27875,26493,3247,1305,647,658
2021,경기,고양시,중학교,43,28304,14360,13944,2104,351,184,167
2021,경기,고양시,고등학교,38,28304,14384,13920,2750,170,84,86
2021,경기,고양시,  (일반고),29,22169,11886,10283,2125,106,52,54
2021,경기,고양시,  (특목고),3,2137,513,1624,176,13,5,8
2021,경기,고양시,  (특성화고),5,3065,1479,1586,366,48,24,24
2021,경기,고양시,  (자율고),1,933,506,427,83,3,3,0
2021,경기,고양시,특수학교,4,531,373,158,195,0,0,0
2021,경기,고양시,각종학교,2,450,231,219,51,0,0,0
2021,경기,남양주시,유치원,111,9352,4710,4642,821,0,0,0
2021,경기,남양주시,초등학교,67,44845,23040,21805,2670,991,492,499
2021,경기,남양주시,중학교,35,22060,11344,10716,1587,295,135,160
2021,경기,남양주시,고등학교,21,18019,9258,8761,1605,101,58,43
2021,경기,남양주시,  (일반고),19,17069,8664,8405,1483,93,51,42
2021,경기,남양주시,  (특성화고),1,377,326,51,62,8,7,1
2021,경기,남양주시,  (자율고),1,573,268,305,60,0,0,0
2021,경기,남양주시,특수학교,1,199,125,74,73,0,0,0
2021,경기,구리시,유치원,29,1868,952,916,168,0,0,0
2021,경기,구리시,초등학교,16,9562,4949,4613,618,195,102,93
2021,경기,구리시,중학교,8,4671,2443,2228,336,46,28,18
2021,경기,구리시,고등학교,7,4596,2401,2195,436,34,13,21
2021,경기,구리시,  (일반고),7,4596,2401,2195,436,34,13,21
2021,경기,구리시,각종학교,1,678,358,320,45,0,0,0
2021,경기,의정부시,유치원,63,4395,2233,2162,408,0,0,0
2021,경기,의정부시,초등학교,34,22279,11421,10858,1337,628,331,297
2021,경기,의정부시,중학교,19,11683,6118,5565,893,159,100,59
2021,경기,의정부시,고등학교,16,11468,6141,5327,1175,79,45,34
2021,경기,의정부시,  (일반고),12,9324,4955,4369,896,42,27,15
2021,경기,의정부시,  (특목고),1,270,212,58,52,1,1,0
2021,경기,의정부시,  (특성화고),3,1874,974,900,227,36,17,19
2021,경기,의정부시,특수학교,2,226,158,68,86,0,0,0
2021,경기,파주시,유치원,95,6486,3303,3183,519,0,0,0
2021,경기,파주시,초등학교,58,29914,15226,14688,1882,908,459,449
2021,경기,파주시,중학교,27,14367,7313,7054,1050,217,117,100
2021,경기,파주시,고등학교,18,12254,6172,6082,1066,95,49,46
2021,경기,파주시,  (일반고),15,10267,5077,5190,898,79,36,43
2021,경기,파주시,  (특성화고),2,858,629,229,83,16,13,3
2021,경기,파주시,  (자율고),1,1129,466,663,85,0,0,0
2021,경기,파주시,특수학교,2,337,237,100,131,0,0,0
2021,경기,동두천시,유치원,18,418,228,190,49,0,0,0
2021,경기,동두천시,초등학교,11,4618,2349,2269,304,312,156,156
2021,경기,동두천시,중학교,6,2443,1219,1224,208,108,55,53
2021,경기,동두천시,고등학교,6,2613,1240,1373,278,59,27,32
2021,경기,동두천시,  (일반고),4,1556,763,793,159,39,17,22
2021,경기,동두천시,  (특목고),1,559,180,379,62,4,1,3
2021,경기,동두천시,  (특성화고),1,498,297,201,57,16,9,7
2021,경기,양주시,유치원,49,2764,1403,1361,255,0,0,0
2021,경기,양주시,초등학교,35,14037,7119,6918,945,539,281,258
2021,경기,양주시,중학교,11,6825,3413,3412,500,133,64,69
2021,경기,양주시,고등학교,8,5335,2734,2601,452,58,30,28
2021,경기,양주시,  (일반고),7,5036,2595,2441,420,52,27,25
2021,경기,양주시,  (특성화고),1,299,139,160,32,6,3,3
2021,경기,양주시,특수학교,1,170,121,49,61,0,0,0
2021,경기,양주시,각종학교,1,186,103,83,16,3,1,2
2021,경기,포천시,유치원,31,951,478,473,90,0,0,0
2021,경기,포천시,초등학교,31,6007,3076,2931,570,490,234,256
2021,경기,포천시,중학교,14,3288,1736,1552,346,149,70,79
2021,경기,포천시,고등학교,7,3186,1730,1456,352,73,35,38
2021,경기,포천시,  (일반고),6,3023,1600,1423,328,73,35,38
2021,경기,포천시,  (특성화고),1,163,130,33,24,0,0,0
2021,경기,가평군,유치원,14,239,121,118,31,0,0,0
2021,경기,가평군,초등학교,13,2345,1168,1177,234,278,133,145
2021,경기,가평군,중학교,6,1531,749,782,147,117,68,49
2021,경기,가평군,고등학교,5,1448,764,684,164,104,52,52
2021,경기,가평군,  (일반고),4,1132,640,492,142,94,46,48
2021,경기,가평군,  (특목고),1,316,124,192,22,10,6,4
2021,경기,가평군,각종학교,1,22,0,22,7,3,0,3
2021,경기,연천군,유치원,13,358,186,172,36,0,0,0
2021,경기,연천군,초등학교,13,1695,871,824,203,126,65,61
2021,경기,연천군,중학교,6,833,435,398,121,47,33,14
2021,경기,연천군,고등학교,2,742,401,341,112,16,9,7
2021,경기,연천군,  (일반고),2,742,401,341,112,16,9,7
2021,경기,연천군,각종학교,1,11,0,11,5,3,0,3
2022,경기,수원시,유치원,179,14097,7239,6858,1310,0,0,0
2022,경기,수원시,초등학교,99,65040,33536,31504,4084,2314,1169,1145
2022,경기,수원시,중학교,57,33483,17280,16203,2576,716,344,372
2022,경기,수원시,고등학교,44,34100,18000,16100,3448,334,140,194
2022,경기,수원시,  (일반고),32,26605,14037,12568,2548,204,79,125
2022,경기,수원시,  (특목고),4,1676,947,729,249,19,6,13
2022,경기,수원시,  (특성화고),8,5819,3016,2803,651,111,55,56
2022,경기,수원시,특수학교,3,456,316,140,193,0,0,0
2022,경기,성남시,유치원,122,7803,3967,3836,818,0,0,0
2022,경기,성남시,초등학교,73,44964,23074,21890,3013,1173,599,574
2022,경기,성남시,중학교,46,23534,12069,11465,1946,388,171,217
2022,경기,성남시,고등학교,36,24683,12446,12237,2536,240,118,122
2022,경기,성남시,  (일반고),27,19122,10055,9067,1886,127,63,64
2022,경기,성남시,  (특목고),2,1564,297,1267,109,13,5,8
2022,경기,성남시,  (특성화고),7,3997,2094,1903,541,100,50,50
2022,경기,성남시,특수학교,2,416,289,127,167,0,0,0
2022,경기,성남시,각종학교,2,470,84,386,39,11,4,7
2022,경기,부천시,유치원,121,8577,4307,4270,766,0,0,0
2022,경기,부천시,초등학교,64,36847,18813,18034,2380,2349,1182,1167
2022,경기,부천시,중학교,33,19233,9817,9416,1562,697,344,353
2022,경기,부천시,고등학교,28,17986,9058,8928,1884,327,165,162
2022,경기,부천시,  (일반고),23,15127,7723,7404,1505,218,104,114
2022,경기,부천시,  (특목고),1,667,128,539,44,1,0,1
2022,경기,부천시,  (특성화고),4,2192,1207,985,335,108,61,47
2022,경기,부천시,특수학교,2,351,225,126,124,0,0,0
2022,경기,안양시,유치원,74,5033,2537,2496,476,0,0,0
2022,경기,안양시,초등학교,41,26648,13667,12981,1627,689,330,359
2022,경기,안양시,중학교,24,14396,7541,6855,1147,196,98,98
2022,경기,안양시,고등학교,21,15615,7910,7705,1550,99,45,54
2022,경기,안양시,  (일반고),13,11301,6042,5259,1040,40,21,19
2022,경기,안양시,  (특목고),3,1730,546,1184,145,12,3,9
2022,경기,안양시,  (특성화고),5,2584,1322,1262,365,47,21,26
2022,경기,안양시,특수학교,1,199,142,57,84,0,0,0
2022,경기,과천시,유치원,6,466,242,224,36,0,0,0
2022,경기,과천시,초등학교,4,4231,2184,2047,243,23,12,11
2022,경기,과천시,중학교,2,2030,1051,979,148,6,5,1
2022,경기,과천시,고등학교,4,2096,1029,1067,228,4,3,1
2022,경기,과천시,  (일반고),3,1461,846,615,171,1,1,0
2022,경기,과천시,  (특목고),1,635,183,452,57,3,2,1
2022,경기,안산시,유치원,86,6258,3206,3052,555,0,0,0
2022,경기,안산시,초등학교,55,32026,16314,15712,2102,4100,2034,2066
2022,경기,안산시,중학교,30,17648,9156,8492,1402,1412,711,701
2022,경기,안산시,고등학교,24,18196,9347,8849,1882,728,335,393
2022,경기,안산시,  (일반고),17,13025,6609,6416,1333,390,186,204
2022,경기,안산시,  (특성화고),6,4177,2241,1936,467,336,147,189
2022,경기,안산시,  (자율고),1,994,497,497,82,2,2,0
2022,경기,안산시,특수학교,2,288,199,89,109,0,0,0
2022,경기,용인시,유치원,161,12515,6278,6237,1046,0,0,0
2022,경기,용인시,초등학교,103,67182,34269,32913,4205,1148,599,549
2022,경기,용인시,중학교,50,33928,17386,16542,2477,349,176,173
2022,경기,용인시,고등학교,32,27665,14413,13252,2289,166,71,95
2022,경기,용인시,  (일반고),29,25784,13560,12224,2121,149,66,83
2022,경기,용인시,  (특성화고),2,768,455,313,99,11,2,9
2022,경기,용인시,  (자율고),1,1113,398,715,69,6,3,3
2022,경기,용인시,특수학교,2,322,217,105,127,0,0,0
2022,경기,용인시,각종학교,2,355,191,164,36,1,1,0
2022,경기,군포시,유치원,45,2242,1145,1097,219,0,0,0
2022,경기,군포시,초등학교,27,13314,6865,6449,908,582,335,247
2022,경기,군포시,중학교,12,7106,3677,3429,601,171,95,76
2022,경기,군포시,고등학교,8,6256,3310,2946,649,58,28,30
2022,경기,군포시,  (일반고),5,5012,2623,2389,453,32,15,17
2022,경기,군포시,  (특성화고),2,665,391,274,140,21,10,11
2022,경기,군포시,  (자율고),1,579,296,283,56,5,3,2
2022,경기,의왕시,유치원,21,1117,587,530,114,0,0,0
2022,경기,의왕시,초등학교,14,7299,3753,3546,489,188,87,101
2022,경기,의왕시,중학교,7,3483,1779,1704,312,43,13,30
2022,경기,의왕시,고등학교,5,3336,1563,1773,315,21,10,11
2022,경기,의왕시,  (일반고),4,2768,1421,1347,272,14,7,7
2022,경기,의왕시,  (특목고),1,568,142,426,43,7,3,4
2022,경기,의왕시,특수학교,1,123,77,46,57,0,0,0
2022,경기,시흥시,유치원,80,6281,3075,3206,580,0,0,0
2022,경기,시흥시,초등학교,48,32896,16825,16071,2039,2575,1271,1304
2022,경기,시흥시,중학교,24,15103,7657,7446,1184,746,359,387
2022,경기,시흥시,고등학교,17,13173,6912,6261,1204,243,141,102
2022,경기,시흥시,  (일반고),13,11010,5421,5589,964,144,71,73
2022,경기,시흥시,  (특성화고),4,2163,1491,672,240,99,70,29
2022,경기,시흥시,각종학교,1,202,97,105,33,109,41,68
2022,경기,평택시,유치원,110,7537,3812,3725,712,0,0,0
2022,경기,평택시,초등학교,62,34122,17486,16636,2212,1885,924,961
2022,경기,평택시,중학교,25,16264,8322,7942,1176,493,247,246
2022,경기,평택시,고등학교,21,14743,7853,6890,1304,215,105,110
2022,경기,평택시,  (일반고),16,12235,6143,6092,1027,148,73,75
2022,경기,평택시,  (특목고),1,465,425,40,70,9,8,1
2022,경기,평택시,  (특성화고),4,2043,1285,758,207,58,24,34
2022,경기,평택시,특수학교,2,250,175,75,97,0,0,0
2022,경기,화성시,유치원,176,16352,8278,8074,1501,0,0,0
2022,경기,화성시,초등학교,101,69901,35607,34294,4275,2115,1089,1026
2022,경기,화성시,중학교,45,31546,16023,15523,2192,617,304,313
2022,경기,화성시,고등학교,29,22515,11013,11502,1815,187,74,113
2022,경기,화성시,  (일반고),25,21203,10597,10606,1655,174,70,104
2022,경기,화성시,  (특목고),1,588,146,442,67,3,1,2
2022,경기,화성시,  (특성화고),3,724,270,454,93,10,3,7
2022,경기,화성시,특수학교,3,322,217,105,127,0,0,0
2022,경기,오산시,유치원,46,4209,2158,2051,380,0,0,0
2022,경기,오산시,초등학교,25,16157,8266,7891,1034,925,490,435
2022,경기,오산시,중학교,9,7639,3966,3673,514,276,127,149
2022,경기,오산시,고등학교,8,6567,3252,3315,556,76,39,37
2022,경기,오산시,  (일반고),7,5937,2864,3073,486,64,29,35
2022,경기,오산시,  (특성화고),1,630,388,242,70,12,10,2
2022,경기,오산시,특수학교,1,131,89,42,51,0,0,0
2022,경기,광명시,유치원,43,2521,1287,1234,260,0,0,0
2022,경기,광명시,초등학교,25,15648,8010,7638,1092,446,240,206
2022,경기,광명시,중학교,12,8480,4299,4181,669,164,74,90
2022,경기,광명시,고등학교,11,7865,4204,3661,819,66,29,37
2022,경기,광명시,  (일반고),9,7261,3773,3488,707,54,21,33
2022,경기,광명시,  (특성화고),2,604,431,173,112,12,8,4
2022,경기,광주시,유치원,42,2436,1215,1221,221,0,0,0
2022,경기,광주시,초등학교,31,20931,10707,10224,1276,871,454,417
2022,경기,광주시,중학교,11,9271,4633,4638,700,280,148,132
2022,경기,광주시,고등학교,8,6521,3111,3410,589,69,30,39
2022,경기,광주시,  (일반고),7,6167,3111,3056,550,58,30,28
2022,경기,광주시,  (특성화고),1,354,0,354,39,11,0,11
2022,경기,광주시,특수학교,4,352,249,103,144,0,0,0
2022,경기,하남시,유치원,40,3511,1804,1707,309,0,0,0
2022,경기,하남시,초등학교,24,20999,10611,10388,1228,296,157,139
2022,경기,하남시,중학교,12,8406,4214,4192,625,97,39,58
2022,경기,하남시,고등학교,10,5884,2993,2891,603,39,20,19
2022,경기,하남시,  (일반고),8,5027,2582,2445,488,35,16,19
2022,경기,하남시,  (특성화고),2,857,411,446,115,4,4,0
2022,경기,하남시,특수학교,1,133,95,38,50,0,0,0
2022,경기,하남시,고등공민학교,1,35,23,12,5,0,0,0
2022,경기,김포시,유치원,97,9614,4857,4757,856,0,0,0
2022,경기,김포시,초등학교,47,36568,18499,18069,2139,1074,542,532
2022,경기,김포시,중학교,24,15201,7721,7480,1077,340,191,149
2022,경기,김포시,고등학교,14,11340,5804,5536,940,135,69,66
2022,경기,김포시,  (일반고),12,10289,5187,5102,827,121,60,61
2022,경기,김포시,  (특목고),1,499,188,311,49,4,0,4
2022,경기,김포시,  (특성화고),1,552,429,123,64,10,9,1
2022,경기,김포시,특수학교,1,220,151,69,89,0,0,0
2022,경기,이천시,유치원,45,1989,978,1011,176,0,0,0
2022,경기,이천시,초등학교,31,12783,6615,6168,884,525,267,258
2022,경기,이천시,중학교,15,6398,3252,3146,551,166,75,91
2022,경기,이천시,고등학교,12,5854,3038,2816,608,89,34,55
2022,경기,이천시,  (일반고),10,5527,2912,2615,564,83,31,52
