연도,시도,행정구역,학제,학교수,학생수,학생_남,학생_여,교직원수,다문화학생수,다문화_남,다문화_여
2022,경기,이천시,  (특성화고),2,327,126,201,44,6,3,3
2022,경기,이천시,특수학교,1,156,111,45,69,0,0,0
2022,경기,이천시,각종학교,1,0,0,0,13,0,0,0
2022,경기,안성시,유치원,46,2025,1038,987,179,0,0,0
2022,경기,안성시,초등학교,34,10277,5244,5033,805,863,459,404
2022,경기,안성시,중학교,13,5320,2737,2583,435,236,120,116
2022,경기,안성시,고등학교,9,4378,2235,2143,416,95,48,47
2022,경기,안성시,  (일반고),6,3623,1746,1877,319,65,35,30
2022,경기,안성시,  (특성화고),3,755,489,266,97,30,13,17
2022,경기,안성시,특수학교,1,50,39,11,24,0,0,0
2022,경기,안성시,각종학교,1,30,6,24,18,0,0,0
2022,경기,여주시,유치원,34,944,467,477,103,0,0,0
2022,경기,여주시,초등학교,23,5052,2620,2432,453,271,135,136
2022,경기,여주시,중학교,13,2696,1441,1255,309,104,41,63
2022,경기,여주시,고등학교,9,2771,1431,1340,329,71,33,38
2022,경기,여주시,  (일반고),7,2111,1057,1054,220,48,24,24
2022,경기,여주시,  (특성화고),2,660,374,286,109,23,9,14
2022,경기,양평군,유치원,25,486,278,208,67,0,0,0
2022,경기,양평군,초등학교,22,5076,2637,2439,437,254,141,113
2022,경기,양평군,중학교,12,2774,1427,1347,301,71,24,47
2022,경기,양평군,고등학교,8,2840,1473,1367,306,31,17,14
2022,경기,양평군,  (일반고),7,2669,1316,1353,272,29,16,13
2022,경기,양평군,  (특성화고),1,171,157,14,34,2,1,1
2022,경기,양평군,특수학교,1,77,43,34,47,0,0,0
2022,경기,고양시,유치원,164,11361,5735,5626,1119,0,0,0
2022,경기,고양시,초등학교,88,53831,27516,26315,3382,1266,631,635
2022,경기,고양시,중학교,43,28097,14382,13715,2287,427,248,179
2022,경기,고양시,고등학교,38,27400,13784,13616,2750,223,91,132
2022,경기,고양시,  (일반고),30,22465,11848,10617,2210,149,63,86
2022,경기,고양시,  (특목고),3,2101,507,1594,175,14,3,11
2022,경기,고양시,  (특성화고),5,2834,1429,1405,365,60,25,35
2022,경기,고양시,특수학교,4,529,368,161,203,0,0,0
2022,경기,고양시,각종학교,2,471,233,238,53,0,0,0
2022,경기,남양주시,유치원,111,9137,4613,4524,859,0,0,0
2022,경기,남양주시,초등학교,68,45003,23114,21889,2772,993,502,491
2022,경기,남양주시,중학교,36,22383,11467,10916,1725,327,151,176
2022,경기,남양주시,고등학교,21,18395,9542,8853,1615,119,68,51
2022,경기,남양주시,  (일반고),20,18049,9248,8801,1560,112,62,50
2022,경기,남양주시,  (특성화고),1,346,294,52,55,7,6,1
2022,경기,남양주시,특수학교,1,203,135,68,77,0,0,0
2022,경기,구리시,유치원,28,1622,827,795,162,0,0,0
2022,경기,구리시,초등학교,16,9260,4771,4489,620,192,98,94
2022,경기,구리시,중학교,8,4576,2355,2221,365,70,41,29
2022,경기,구리시,고등학교,7,4305,2287,2018,421,28,14,14
2022,경기,구리시,  (일반고),7,4305,2287,2018,421,28,14,14
2022,경기,구리시,각종학교,1,672,357,315,44,0,0,0
2022,경기,의정부시,유치원,64,4213,2095,2118,412,0,0,0
2022,경기,의정부시,초등학교,34,22339,11473,10866,1404,623,318,305
2022,경기,의정부시,중학교,19,11614,6050,5564,921,197,120,77
2022,경기,의정부시,고등학교,16,11016,5907,5109,1152,83,40,43
2022,경기,의정부시,  (일반고),12,9066,4797,4269,882,52,25,27
2022,경기,의정부시,  (특목고),1,266,211,55,53,4,1,3
2022,경기,의정부시,  (특성화고),3,1684,899,785,217,27,14,13
2022,경기,의정부시,특수학교,2,226,158,68,92,0,0,0
2022,경기,파주시,유치원,91,6294,3231,3063,570,0,0,0
2022,경기,파주시,초등학교,60,30734,15542,15192,1993,892,463,429
2022,경기,파주시,중학교,28,14860,7580,7280,1116,308,163,145
2022,경기,파주시,고등학교,18,12287,6031,6256,1078,96,40,56
2022,경기,파주시,  (일반고),15,10304,4928,5376,910,84,33,51
2022,경기,파주시,  (특성화고),2,836,606,230,83,12,7,5
2022,경기,파주시,  (자율고),1,1147,497,650,85,0,0,0
2022,경기,파주시,특수학교,2,347,247,100,129,0,0,0
2022,경기,동두천시,유치원,16,352,189,163,45,0,0,0
2022,경기,동두천시,초등학교,11,4416,2282,2134,309,299,151,148
2022,경기,동두천시,중학교,6,2447,1205,1242,212,119,60,59
2022,경기,동두천시,고등학교,6,2457,1182,1275,272,65,22,43
2022,경기,동두천시,  (일반고),4,1558,761,797,160,46,13,33
2022,경기,동두천시,  (특목고),1,474,158,316,58,4,0,4
2022,경기,동두천시,  (특성화고),1,425,263,162,54,15,9,6
2022,경기,양주시,유치원,46,2670,1333,1337,252,0,0,0
2022,경기,양주시,초등학교,35,13987,7076,6911,967,510,277,233
2022,경기,양주시,중학교,11,6860,3420,3440,536,177,90,87
2022,경기,양주시,고등학교,8,5488,2831,2657,486,54,33,21
2022,경기,양주시,  (일반고),7,5213,2716,2497,455,50,31,19
2022,경기,양주시,  (특성화고),1,275,115,160,31,4,2,2
2022,경기,양주시,특수학교,1,179,130,49,68,0,0,0
2022,경기,양주시,각종학교,1,219,122,97,18,5,2,3
2022,경기,포천시,유치원,29,918,476,442,77,0,0,0
2022,경기,포천시,초등학교,29,5825,2998,2827,548,505,237,268
2022,경기,포천시,중학교,14,3222,1714,1508,351,176,81,95
2022,경기,포천시,고등학교,7,3027,1654,1373,357,91,46,45
2022,경기,포천시,  (일반고),6,2857,1516,1341,333,88,43,45
2022,경기,포천시,  (특성화고),1,170,138,32,24,3,3,0
2022,경기,가평군,유치원,14,243,127,116,32,0,0,0
2022,경기,가평군,초등학교,13,2311,1135,1176,234,257,123,134
2022,경기,가평군,중학교,6,1525,736,789,152,114,61,53
2022,경기,가평군,고등학교,5,1403,709,694,169,85,37,48
2022,경기,가평군,  (일반고),4,1099,584,515,145,77,34,43
2022,경기,가평군,  (특목고),1,304,125,179,24,8,3,5
2022,경기,가평군,각종학교,1,22,0,22,8,3,0,3
2022,경기,연천군,유치원,13,326,181,145,35,0,0,0
2022,경기,연천군,초등학교,13,1679,849,830,203,128,64,64
2022,경기,연천군,중학교,6,822,427,395,126,46,26,20
2022,경기,연천군,고등학교,2,733,397,336,112,24,14,10
2022,경기,연천군,  (일반고),2,733,397,336,112,24,14,10
2022,경기,연천군,각종학교,1,8,0,8,3,2,0,2
2015,경기,수원시,유치원,191,20400,10438,9962,1390,0,0,0
2015,경기,수원시,초등학교,97,69880,35881,33999,3957,1134,573,561
2015,경기,수원시,중학교,56,40322,21056,19266,2598,179,81,98
2015,경기,수원시,고등학교,43,47613,25066,22547,3508,127,57,70
2015,경기,수원시,  (일반고),30,37383,19693,17690,2558,73,33,40
2015,경기,수원시,  (특목고),4,1787,1066,721,238,9,7,2
2015,경기,수원시,  (특성화고),8,7570,3434,4136,641,45,17,28
2015,경기,수원시,  (자율고),1,873,873,0,71,0,0,0
2015,경기,수원시,특수학교,3,455,297,158,181,0,0,0
2015,경기,성남시,유치원,125,11510,5885,5625,874,0,0,0
2015,경기,성남시,초등학교,68,48568,25109,23459,2833,748,398,350
2015,경기,성남시,중학교,45,30063,15708,14355,2049,154,91,63
2015,경기,성남시,고등학교,35,35783,18418,17365,2789,85,43,42
2015,경기,성남시,  (일반고),26,28048,14932,13116,2116,54,32,22
2015,경기,성남시,  (특목고),2,1600,272,1328,110,8,1,7
2015,경기,성남시,  (특성화고),7,6135,3214,2921,563,23,10,13
2015,경기,성남시,특수학교,2,456,296,160,175,0,0,0
2015,경기,성남시,각종학교,1,424,53,371,26,0,0,0
2015,경기,부천시,유치원,123,11582,5770,5812,774,0,0,0
2015,경기,부천시,초등학교,62,42474,21789,20685,2460,950,507,443
2015,경기,부천시,중학교,32,25186,13118,12068,1637,196,85,111
2015,경기,부천시,고등학교,28,29468,15257,14211,2525,109,49,60
2015,경기,부천시,  (일반고),23,24664,12744,11920,2091,78,37,41
2015,경기,부천시,  (특목고),1,719,128,591,43,1,0,1
2015,경기,부천시,  (특성화고),4,4085,2385,1700,391,30,12,18
2015,경기,부천시,특수학교,2,334,228,106,126,0,0,0
2015,경기,안양시,유치원,86,7555,3844,3711,547,0,0,0
2015,경기,안양시,초등학교,41,31499,16304,15195,1754,377,189,188
2015,경기,안양시,중학교,24,19475,10172,9303,1277,75,40,35
2015,경기,안양시,고등학교,21,25205,12950,12255,1895,62,28,34
2015,경기,안양시,  (일반고),13,16846,8956,7890,1208,21,8,13
2015,경기,안양시,  (특목고),2,1740,459,1281,105,7,2,5
2015,경기,안양시,  (특성화고),6,6619,3535,3084,582,34,18,16
2015,경기,안양시,특수학교,1,248,176,72,85,0,0,0
2015,경기,과천시,유치원,8,684,357,327,46,0,0,0
2015,경기,과천시,초등학교,4,3665,1921,1744,206,21,11,10
2015,경기,과천시,중학교,2,2355,1259,1096,143,7,1,6
2015,경기,과천시,고등학교,4,3625,1664,1961,290,4,3,1
2015,경기,과천시,  (일반고),3,2805,1425,1380,228,2,2,0
2015,경기,과천시,  (특목고),1,820,239,581,62,2,1,1
2015,경기,안산시,유치원,99,9801,5006,4795,690,0,0,0
2015,경기,안산시,초등학교,54,40017,20559,19458,2257,1703,853,850
2015,경기,안산시,중학교,29,25470,13262,12208,1543,440,216,224
2015,경기,안산시,고등학교,24,30610,15814,14796,2169,180,80,100
2015,경기,안산시,  (일반고),17,22252,11607,10645,1578,97,35,62
2015,경기,안산시,  (특성화고),6,6644,3457,3187,496,82,44,38
2015,경기,안산시,  (자율고),1,1714,750,964,95,1,1,0
2015,경기,안산시,특수학교,2,267,175,92,92,0,0,0
2015,경기,용인시,유치원,169,18159,9207,8952,1202,0,0,0
2015,경기,용인시,초등학교,100,67783,34997,32786,3716,655,338,317
2015,경기,용인시,중학교,50,34393,17916,16477,2148,128,63,65
2015,경기,용인시,고등학교,30,31271,16256,15015,2108,51,19,32
2015,경기,용인시,  (일반고),27,28886,15135,13751,1952,40,14,26
2015,경기,용인시,  (특성화고),2,1283,691,592,99,7,4,3
2015,경기,용인시,  (자율고),1,1102,430,672,57,4,1,3
2015,경기,용인시,특수학교,1,149,100,49,49,0,0,0
2015,경기,용인시,각종학교,1,2,1,1,1,0,0,0
2015,경기,군포시,유치원,49,4396,2198,2198,290,0,0,0
2015,경기,군포시,초등학교,26,16802,8656,8146,1003,256,132,124
2015,경기,군포시,중학교,12,9360,4769,4591,588,46,18,28
2015,경기,군포시,고등학교,8,9621,5329,4292,722,16,5,11
2015,경기,군포시,  (일반고),5,7097,3632,3465,488,7,1,6
2015,경기,군포시,  (특성화고),2,1818,1339,479,181,9,4,5
2015,경기,군포시,  (자율고),1,706,358,348,53,0,0,0
2015,경기,의왕시,유치원,24,2020,1007,1013,148,0,0,0
2015,경기,의왕시,초등학교,13,7842,4033,3809,463,91,49,42
2015,경기,의왕시,중학교,7,4368,2208,2160,288,32,18,14
2015,경기,의왕시,고등학교,5,4215,1952,2263,332,16,6,10
2015,경기,의왕시,  (일반고),3,2816,1407,1409,220,10,4,6
2015,경기,의왕시,  (특목고),1,699,200,499,52,2,0,2
2015,경기,의왕시,  (자율고),1,700,345,355,60,4,2,2
2015,경기,시흥시,유치원,61,5290,2671,2619,344,0,0,0
2015,경기,시흥시,초등학교,37,24994,12794,12200,1453,863,430,433
2015,경기,시흥시,중학교,21,14756,7828,6928,952,165,92,73
2015,경기,시흥시,고등학교,15,15799,8422,7377,1072,54,31,23
2015,경기,시흥시,  (일반고),10,11819,5769,6050,784,36,17,19
2015,경기,시흥시,  (특성화고),4,3110,2311,799,218,15,12,3
2015,경기,시흥시,  (자율고),1,870,342,528,70,3,2,1
2015,경기,평택시,유치원,104,7631,3875,3756,556,0,0,0
2015,경기,평택시,초등학교,52,27812,14239,13573,1670,705,353,352
2015,경기,평택시,중학교,24,15786,8257,7529,993,140,53,87
2015,경기,평택시,고등학교,21,17828,9500,8328,1244,59,31,28
2015,경기,평택시,  (일반고),16,14835,7641,7194,978,36,18,18
2015,경기,평택시,  (특목고),1,486,439,47,65,5,4,1
2015,경기,평택시,  (특성화고),4,2507,1420,1087,201,18,9,9
2015,경기,평택시,특수학교,2,248,187,61,96,0,0,0
2015,경기,화성시,유치원,131,13381,6824,6557,827,0,0,0
2015,경기,화성시,초등학교,76,44842,22969,21873,2586,717,345,372
2015,경기,화성시,중학교,34,20355,10582,9773,1295,146,78,68
2015,경기,화성시,고등학교,21,16682,8142,8540,1128,53,21,32
2015,경기,화성시,  (일반고),17,15257,7708,7549,971,47,21,26
2015,경기,화성시,  (특목고),1,597,139,458,70,4,0,4
2015,경기,화성시,  (특성화고),3,828,295,533,87,2,0,2
2015,경기,화성시,특수학교,2,100,70,30,36,0,0,0
2015,경기,오산시,유치원,49,6259,3165,3094,404,0,0,0
2015,경기,오산시,초등학교,22,15598,8078,7520,884,319,167,152
2015,경기,오산시,중학교,9,7443,3828,3615,448,45,20,25
2015,경기,오산시,고등학교,8,7689,3960,3729,542,29,13,16
2015,경기,오산시,  (일반고),6,5974,3232,2742,402,22,11,11
2015,경기,오산시,  (특성화고),1,814,413,401,70,7,2,5
2015,경기,오산시,  (자율고),1,901,315,586,70,0,0,0
2015,경기,오산시,특수학교,1,136,100,36,49,0,0,0
2015,경기,광명시,유치원,51,4592,2329,2263,298,0,0,0
2015,경기,광명시,초등학교,24,20718,10656,10062,1145,334,161,173
2015,경기,광명시,중학교,11,11175,5806,5369,772,47,23,24
2015,경기,광명시,고등학교,11,11094,5833,5261,915,27,14,13
2015,경기,광명시,  (일반고),8,9222,4738,4484,740,26,14,12
2015,경기,광명시,  (특성화고),2,1161,726,435,107,1,0,1
2015,경기,광명시,  (자율고),1,711,369,342,68,0,0,0
2015,경기,광주시,유치원,39,2830,1460,1370,189,0,0,0
2015,경기,광주시,초등학교,25,16940,8621,8319,883,407,214,193
2015,경기,광주시,중학교,9,7848,4054,3794,461,62,29,33
2015,경기,광주시,고등학교,7,7404,3543,3861,512,43,19,24
2015,경기,광주시,  (일반고),6,6917,3543,3374,477,37,19,18
2015,경기,광주시,  (특성화고),1,487,0,487,35,6,0,6
2015,경기,광주시,특수학교,3,275,194,81,102,0,0,0
2015,경기,하남시,유치원,27,2106,1060,1046,138,0,0,0
2015,경기,하남시,초등학교,16,7861,4123,3738,455,156,79,77
2015,경기,하남시,중학교,8,4128,2170,1958,301,33,19,14
2015,경기,하남시,고등학교,7,4716,2377,2339,426,20,11,9
2015,경기,하남시,  (일반고),5,3426,1699,1727,295,10,4,6
2015,경기,하남시,  (특성화고),2,1290,678,612,131,10,7,3
2015,경기,하남시,특수학교,1,135,90,45,53,0,0,0
2015,경기,하남시,고등공민학교,1,47,29,18,5,0,0,0
2015,경기,김포시,유치원,81,8285,4245,4040,544,0,0,0
2015,경기,김포시,초등학교,41,22951,11808,11143,1318,463,247,216
2015,경기,김포시,중학교,22,10995,5648,5347,734,90,36,54
2015,경기,김포시,고등학교,13,10770,5569,5201,808,41,21,20
2015,경기,김포시,  (일반고),11,9358,4809,4549,700,30,14,16
2015,경기,김포시,  (특목고),1,624,234,390,46,2,0,2
2015,경기,김포시,  (특성화고),1,788,526,262,62,9,7,2
2015,경기,김포시,특수학교,1,126,85,41,49,0,0,0
2015,경기,이천시,유치원,52,2718,1430,1288,200,0,0,0
2015,경기,이천시,초등학교,31,12787,6674,6113,841,289,140,149
2015,경기,이천시,중학교,15,7299,3794,3505,493,121,58,63
2015,경기,이천시,고등학교,12,7954,4102,3852,623,79,34,45
2015,경기,이천시,  (일반고),10,7578,3941,3637,580,77,34,43
2015,경기,이천시,  (특성화고),2,376,161,215,43,2,0,2
2015,경기,이천시,각종학교,1,17,13,4,11,0,0,0
2015,경기,안성시,유치원,52,2784,1407,1377,216,0,0,0
2015,경기,안성시,초등학교,34,10861,5618,5243,790,318,145,173
2015,경기,안성시,중학교,13,5936,3133,2803,417,77,46,31
2015,경기,안성시,고등학교,9,5609,2809,2800,407,31,11,20
2015,경기,안성시,  (일반고),6,4581,2113,2468,309,23,6,17
2015,경기,안성시,  (특성화고),3,1028,696,332,98,8,5,3
2015,경기,안성시,특수학교,1,51,34,17,18,0,0,0
2015,경기,여주군,유치원,35,1471,751,720,111,0,0,0
2015,경기,여주군,초등학교,23,5699,2952,2747,442,157,75,82
2015,경기,여주군,중학교,13,3331,1721,1610,273,54,25,29
2015,경기,여주군,고등학교,9,3765,1826,1939,326,30,9,21
2015,경기,여주군,  (일반고),7,2929,1461,1468,225,22,7,15
2015,경기,여주군,  (특성화고),2,836,365,471,101,8,2,6
2015,경기,양평군,유치원,26,680,361,319,61,0,0,0
2015,경기,양평군,초등학교,22,4983,2587,2396,386,144,67,77
2015,경기,양평군,중학교,12,2774,1529,1245,238,23,12,11
2015,경기,양평군,고등학교,8,3626,1838,1788,295,17,5,12
2015,경기,양평군,  (일반고),7,3276,1549,1727,266,15,3,12
2015,경기,양평군,  (특성화고),1,350,289,61,29,2,2,0
2015,경기,양평군,특수학교,1,118,73,45,47,0,0,0
2015,경기,고양시,유치원,167,14703,7551,7152,1037,0,0,0
2015,경기,고양시,초등학교,82,56342,28873,27469,3099,623,316,307
2015,경기,고양시,중학교,41,34254,17806,16448,2175,107,57,50
2015,경기,고양시,고등학교,36,39632,20390,19242,2863,96,44,52
2015,경기,고양시,  (일반고),27,31679,16934,14745,2214,73,35,38
2015,경기,고양시,  (특목고),3,2287,635,1652,165,3,0,3
2015,경기,고양시,  (특성화고),5,4571,2201,2370,403,20,9,11
2015,경기,고양시,  (자율고),1,1095,620,475,81,0,0,0
2015,경기,고양시,특수학교,4,551,368,183,193,0,0,0
2015,경기,고양시,각종학교,2,360,182,178,37,4,0,4
2015,경기,남양주시,유치원,108,10710,5478,5232,729,0,0,0
2015,경기,남양주시,초등학교,59,41703,21520,20183,2288,579,280,299
2015,경기,남양주시,중학교,32,21287,10987,10300,1329,145,85,60
2015,경기,남양주시,고등학교,19,21154,10769,10385,1493,93,48,45
2015,경기,남양주시,  (일반고),16,18774,9426,9348,1299,82,39,43
2015,경기,남양주시,  (특성화고),1,778,680,98,65,7,7,0
2015,경기,남양주시,  (자율고),2,1602,663,939,129,4,2,2
2015,경기,남양주시,특수학교,1,210,145,65,77,0,0,0
2015,경기,구리시,유치원,31,2427,1235,1192,161,0,0,0
2015,경기,구리시,초등학교,15,10049,5250,4799,577,152,87,65
2015,경기,구리시,중학교,7,5971,3084,2887,371,52,24,28
2015,경기,구리시,고등학교,6,7069,3643,3426,504,46,29,17
2015,경기,구리시,  (일반고),6,7069,3643,3426,504,46,29,17
2015,경기,구리시,각종학교,1,811,423,388,42,0,0,0
2015,경기,의정부시,유치원,64,5473,2741,2732,409,0,0,0
2015,경기,의정부시,초등학교,32,22595,11646,10949,1334,262,148,114
2015,경기,의정부시,중학교,19,14461,7492,6969,944,63,24,39
2015,경기,의정부시,고등학교,16,16285,8962,7323,1231,54,27,27
2015,경기,의정부시,  (일반고),12,12856,6891,5965,926,36,16,20
2015,경기,의정부시,  (특목고),1,222,188,34,47,2,0,2
2015,경기,의정부시,  (특성화고),3,3207,1883,1324,258,16,11,5
2015,경기,의정부시,특수학교,2,233,162,71,79,0,0,0
2015,경기,파주시,유치원,99,7711,3923,3788,517,0,0,0
2015,경기,파주시,초등학교,57,27217,13988,13229,1610,544,279,265
2015,경기,파주시,중학교,24,13716,7153,6563,849,102,52,50
2015,경기,파주시,고등학교,17,12793,6403,6390,932,51,28,23
2015,경기,파주시,  (일반고),14,10640,5097,5543,773,35,15,20
2015,경기,파주시,  (특성화고),2,1042,807,235,79,16,13,3
2015,경기,파주시,  (자율고),1,1111,499,612,80,0,0,0
2015,경기,파주시,특수학교,2,313,202,111,125,0,0,0
2015,경기,동두천시,유치원,19,939,473,466,73,0,0,0
2015,경기,동두천시,초등학교,11,5358,2707,2651,332,171,87,84
2015,경기,동두천시,중학교,6,2895,1502,1393,187,47,17,30
2015,경기,동두천시,고등학교,6,3665,1714,1951,295,30,12,18
2015,경기,동두천시,  (일반고),4,2389,1197,1192,177,21,10,11
2015,경기,동두천시,  (특목고),1,623,213,410,63,5,1,4
2015,경기,동두천시,  (특성화고),1,653,304,349,55,4,1,3
2015,경기,양주시,유치원,47,2924,1461,1463,231,0,0,0
2015,경기,양주시,초등학교,32,13265,6827,6438,818,318,174,144
2015,경기,양주시,중학교,10,6579,3380,3199,400,58,24,34
2015,경기,양주시,고등학교,7,5711,2768,2943,382,18,8,10
2015,경기,양주시,  (일반고),5,4596,2286,2310,297,15,7,8
2015,경기,양주시,  (특성화고),1,350,118,232,29,2,0,2
2015,경기,양주시,  (자율고),1,765,364,401,56,1,1,0
2015,경기,양주시,각종학교,1,201,126,75,17,2,1,1
2015,경기,포천시,유치원,41,1427,727,700,118,0,0,0
2015,경기,포천시,초등학교,31,7757,4041,3716,583,313,160,153
2015,경기,포천시,중학교,14,4758,2547,2211,354,73,34,39
2015,경기,포천시,고등학교,7,4832,2520,2312,387,40,16,24
2015,경기,포천시,  (일반고),6,4648,2381,2267,361,40,16,24
2015,경기,포천시,  (특성화고),1,184,139,45,26,0,0,0
2015,경기,가평군,유치원,16,478,268,210,44,0,0,0
2015,경기,가평군,초등학교,13,2684,1421,1263,232,251,137,114
2015,경기,가평군,중학교,6,1892,953,939,138,137,70,67
2015,경기,가평군,고등학교,5,1910,1007,903,171,100,52,48
2015,경기,가평군,  (일반고),4,1620,874,746,149,90,45,45
2015,경기,가평군,  (특목고),1,290,133,157,22,10,7,3
2015,경기,연천군,유치원,14,367,187,180,34,0,0,0
2015,경기,연천군,초등학교,13,1813,966,847,194,100,63,37
2015,경기,연천군,중학교,6,1179,626,553,115,28,13,15
2015,경기,연천군,고등학교,2,1156,632,524,102,17,8,9
2015,경기,연천군,  (일반고),2,1156,632,524,102,17,8,9
2015,경기,연천군,각종학교,1,29,0,29,3,0,0,0
2016,경기,수원시,유치원,196,21223,10722,10501,1486,0,0,0
2016,경기,수원시,초등학교,97,68571,35113,33458,3998,1509,732,777
2016,경기,수원시,중학교,56,37123,19407,17716,2451,220,98,122
2016,경기,수원시,고등학교,44,46693,24606,22087,3585,132,60,72
2016,경기,수원시,  (일반고),31,36891,19367,17524,2634,69,27,42
2016,경기,수원시,  (특목고),4,1788,1065,723,241,10,3,7
2016,경기,수원시,  (특성화고),8,7137,3297,3840,641,52,29,23
2016,경기,수원시,  (자율고),1,877,877,0,69,1,1,0
2016,경기,수원시,특수학교,3,465,313,152,189,0,0,0
2016,경기,성남시,유치원,131,11509,5922,5587,913,0,0,0
2016,경기,성남시,초등학교,71,47233,24366,22867,2880,853,429,424
2016,경기,성남시,중학교,47,27501,14364,13137,1986,197,102,95
2016,경기,성남시,고등학교,36,34853,17899,16954,2778,100,54,46
2016,경기,성남시,  (일반고),27,27497,14535,12962,2110,60,34,26
2016,경기,성남시,  (특목고),2,1598,288,1310,108,9,3,6
2016,경기,성남시,  (특성화고),7,5758,3076,2682,560,31,17,14
2016,경기,성남시,특수학교,2,452,297,155,181,0,0,0
2016,경기,성남시,각종학교,2,467,73,394,42,4,2,2
2016,경기,부천시,유치원,124,11662,5831,5831,800,0,0,0
2016,경기,부천시,초등학교,62,41012,21010,20002,2448,1206,655,551
2016,경기,부천시,중학교,32,22827,11807,11020,1541,236,110,126
2016,경기,부천시,고등학교,28,27721,14431,13290,2464,177,83,94
2016,경기,부천시,  (일반고),23,23229,12025,11204,2036,121,51,70
2016,경기,부천시,  (특목고),1,723,130,593,45,2,0,2
2016,경기,부천시,  (특성화고),4,3769,2276,1493,383,54,32,22
2016,경기,부천시,특수학교,2,336,227,109,124,0,0,0
2016,경기,안양시,유치원,87,7316,3737,3579,558,0,0,0
2016,경기,안양시,초등학교,41,30053,15542,14511,1712,466,233,233
2016,경기,안양시,중학교,24,17793,9272,8521,1187,104,56,48
2016,경기,안양시,고등학교,21,24247,12515,11732,1853,73,34,39
2016,경기,안양시,  (일반고),13,16676,8828,7848,1175,17,5,12
2016,경기,안양시,  (특목고),2,1693,446,1247,105,10,2,8
2016,경기,안양시,  (특성화고),6,5878,3241,2637,573,46,27,19
2016,경기,안양시,특수학교,1,235,169,66,91,0,0,0
2016,경기,과천시,유치원,8,694,351,343,49,0,0,0
2016,경기,과천시,초등학교,4,3379,1763,1616,195,21,12,9
2016,경기,과천시,중학교,2,2133,1140,993,136,9,1,8
2016,경기,과천시,고등학교,4,3379,1533,1846,278,6,4,2
2016,경기,과천시,  (일반고),3,2602,1314,1288,218,3,3,0
2016,경기,과천시,  (특목고),1,777,219,558,60,3,1,2
2016,경기,안산시,유치원,100,9753,4925,4828,683,0,0,0
2016,경기,안산시,초등학교,54,38137,19605,18532,2217,2204,1124,1080
2016,경기,안산시,중학교,29,22450,11581,10869,1452,545,262,283
2016,경기,안산시,고등학교,24,29614,15319,14295,2179,271,123,148
2016,경기,안산시,  (일반고),17,21903,11445,10458,1607,125,51,74
