년,월,국적지역,등록외국인 수
2022,06,북마케도니아,14
2022,06,마샬군도,1
2022,06,교황청,2
2022,06,가이아나,4
2022,06,세이셸,2
2022,06,세인트루시아,2
2022,06,수리남,2
2022,06,지부티,2
2022,06,나우루,3
2022,06,바베이도스,4
2022,06,통가,1
2022,06,파푸아뉴기니,7
2022,06,나미비아,1
2022,06,도미니카연방,6
2022,06,벨리즈,7
2022,06,팔라우,2
2022,06,몰디브,3
2022,06,코모로,4
2022,06,레소토,5
2022,06,바누아투,11
2022,06,코소보,3
2022,06,몬테네그로,13
2022,06,바하마,4
2022,06,적도기니,8
2022,06,니제르,7
2022,06,몰타,7
2022,06,보스니아-헤르체고비나,7
2022,06,중앙아프리카공화국,9
2022,06,솔로몬군도,3
2022,06,모리타니,11
2022,06,세인트크리스토퍼네비스,10
2022,06,아이슬란드,10
2022,06,에리트레아,13
2022,06,차드,10
2022,06,남수단공화국,26
2022,06,소말리아,21
2022,06,에스와티니,14
2022,06,키프로스,19
2022,06,바레인,7
2022,06,기니비사우,18
2022,06,룩셈부르크,18
2022,06,트리니다드토바고,18
2022,06,모리셔스,13
2022,06,알바니아,25
2022,06,카타르,35
2022,06,말라위,32
2022,06,보츠와나,20
2022,06,국제연합,34
2022,06,콩고,21
2022,06,우루과이,31
2022,06,베냉,16
2022,06,니카라과,37
2022,06,마다가스카르,26
2022,06,아이티,55
2022,06,부탄,44
2022,06,에스토니아,39
2022,06,레바논,35
2022,06,오만,45
2022,06,슬로베니아,47
2022,06,쿠바,36
2022,06,라트비아,65
2022,06,몰도바,45
2022,06,자메이카,34
2022,06,부르키나파소,43
2022,06,온두라스,45
2022,06,세르비아,72
2022,06,영국외지민,70
2022,06,토고,41
2022,06,미등록국가,30
2022,06,슬로바크,66
2022,06,코스타리카,76
2022,06,조지아,83
2022,06,팔레스타인,60
2022,06,모잠비크,41
2022,06,파나마,68
2022,06,엘살바도르,58
2022,06,크로아티아,74
2022,06,아르메니아,69
2022,06,피지,41
2022,06,가봉,81
2022,06,브루나이,76
2022,06,도미니카공화국,75
2022,06,볼리비아,58
2022,06,시에라리온,78
2022,06,과테말라,76
2022,06,파라과이,78
2022,06,쿠웨이트,55
2022,06,리투아니아,106
2022,06,잠비아,95
2022,06,짐바브웨,98
2022,06,마카오,80
2022,06,부룬디,157
2022,06,무국적,110
2022,06,아르헨티나,174
2022,06,불가리아,132
2022,06,체코,174
2022,06,감비아,122
2022,06,포르투갈,167
2022,06,앙골라,135
2022,06,이스라엘,180
2022,06,코트디부아르,171
2022,06,베네수엘라,154
2022,06,헝가리,184
2022,06,칠레,230
2022,06,핀란드,295
2022,06,아제르바이잔,250
2022,06,루마니아,249
2022,06,오스트리아,236
2022,06,말리,208
2022,06,그리스,196
2022,06,콩고민주공화국,252
2022,06,벨로루시,250
2022,06,덴마크,255
2022,06,에콰도르,225
2022,06,르완다,261
2022,06,스위스,335
2022,06,탄자니아,305
2022,06,수단,269
2022,06,기니,260
2022,06,노르웨이,259
2022,06,튀니지,299
2022,06,투르크메니스탄,231
2022,06,요르단,435
2022,06,이라크,414
2022,06,벨기에,430
2022,06,아프가니스탄,812
2022,06,페루,429
2022,06,세네갈,311
2022,06,케냐,397
2022,06,콜롬비아,488
2022,06,폴란드,470
2022,06,리비아,619
2022,06,스웨덴,499
2022,06,알제리,428
2022,06,우간다,478
2022,06,라이베리아,468
2022,06,타지키스탄,693
2022,06,아랍에미리트연합,382
2022,06,멕시코,794
2022,06,아일랜드,645
2022,06,네덜란드,734
2022,06,싱가포르,766
2022,06,스페인,1026
2022,06,뉴질랜드,681
2022,06,브라질,1151
2022,06,카메룬,815
2022,06,이탈리아,992
2022,06,에티오피아,1043
2022,06,사우디아라비아,853
2022,06,예멘공화국,1066
2022,06,라오스,1494
2022,06,이란,1223
2022,06,모로코,1329
2022,06,가나,1104
2022,06,시리아,1546
2022,06,오스트레일리아,1699
2022,06,홍콩,2059
2022,06,독일,2922
2022,06,티모르민주공화국,2605
2022,06,나이지리아,2450
2022,06,남아프리카공화국,2999
2022,06,이집트,2494
2022,06,우크라이나,2855
2022,06,프랑스,4478
2022,06,말레이시아,3503
2022,06,캐나다,4212
2022,06,영국,4942
2022,06,키르기즈,4510
2022,06,인도,10712
2022,06,파키스탄,10645
2022,06,러시아(연방),14308
2022,06,방글라데시,14922
2022,06,카자흐스탄,13365
2022,06,타이완,17746
2022,06,스리랑카,18877
2022,06,일본,25791
2022,06,몽골,25408
2022,06,미국,30357
2022,06,미얀마,25616
2022,06,태국,32288
2022,06,인도네시아,32941
2022,06,네팔,36626
2022,06,캄보디아,40943
2022,06,필리핀,39540
2022,06,우즈베키스탄,43085
2022,06,베트남,181844
2022,06,한국계중국인,246104
2022,06,중국,170458
2022,07,홍콩거주난민,2
2022,07,튀르키예,1970
2022,07,영국외지시민,1
2022,07,영국속령지시민,1
2022,07,세인트빈센트그레나딘,1
2022,07,북마케도니아,15
2022,07,마샬군도,4
2022,07,교황청,2
2022,07,가이아나,4
2022,07,세이셸,2
2022,07,세인트루시아,2
2022,07,수리남,2
2022,07,지부티,2
2022,07,나우루,3
2022,07,바베이도스,5
2022,07,통가,1
2022,07,파푸아뉴기니,8
2022,07,나미비아,1
2022,07,도미니카연방,5
2022,07,벨리즈,7
2022,07,팔라우,2
2022,07,몰디브,3
2022,07,코모로,4
2022,07,레소토,5
2022,07,바누아투,12
2022,07,코소보,3
2022,07,몬테네그로,12
2022,07,바하마,4
2022,07,적도기니,8
2022,07,니제르,7
2022,07,몰타,7
2022,07,보스니아-헤르체고비나,8
2022,07,중앙아프리카공화국,9
2022,07,솔로몬군도,3
2022,07,모리타니,11
2022,07,세인트크리스토퍼네비스,12
2022,07,아이슬란드,9
2022,07,에리트레아,13
2022,07,차드,9
2022,07,남수단공화국,26
2022,07,소말리아,21
2022,07,에스와티니,15
2022,07,키프로스,18
2022,07,바레인,7
2022,07,기니비사우,17
2022,07,룩셈부르크,16
2022,07,트리니다드토바고,18
2022,07,모리셔스,14
2022,07,알바니아,24
2022,07,카타르,36
2022,07,말라위,32
2022,07,보츠와나,21
2022,07,국제연합,34
2022,07,콩고,22
2022,07,우루과이,31
2022,07,베냉,16
2022,07,니카라과,37
2022,07,마다가스카르,26
2022,07,아이티,109
2022,07,부탄,47
2022,07,에스토니아,35
2022,07,레바논,35
2022,07,오만,57
2022,07,슬로베니아,42
2022,07,쿠바,35
2022,07,라트비아,64
2022,07,몰도바,44
2022,07,자메이카,33
2022,07,부르키나파소,42
2022,07,온두라스,45
2022,07,세르비아,71
2022,07,영국외지민,71
2022,07,토고,42
2022,07,미등록국가,30
2022,07,슬로바크,65
2022,07,코스타리카,77
2022,07,조지아,82
2022,07,팔레스타인,61
2022,07,모잠비크,38
2022,07,파나마,68
2022,07,엘살바도르,58
2022,07,크로아티아,75
2022,07,아르메니아,70
2022,07,피지,41
2022,07,가봉,81
2022,07,브루나이,76
2022,07,도미니카공화국,74
2022,07,볼리비아,58
2022,07,시에라리온,81
2022,07,과테말라,75
2022,07,파라과이,80
2022,07,쿠웨이트,60
2022,07,리투아니아,95
2022,07,잠비아,90
2022,07,짐바브웨,98
2022,07,마카오,78
2022,07,부룬디,161
2022,07,무국적,112
2022,07,아르헨티나,176
2022,07,불가리아,135
2022,07,체코,163
2022,07,감비아,121
2022,07,포르투갈,165
2022,07,앙골라,138
2022,07,이스라엘,181
2022,07,코트디부아르,169
2022,07,베네수엘라,156
2022,07,헝가리,176
2022,07,칠레,233
2022,07,핀란드,244
2022,07,아제르바이잔,247
2022,07,루마니아,239
2022,07,오스트리아,216
2022,07,말리,208
2022,07,그리스,189
2022,07,콩고민주공화국,249
2022,07,벨로루시,253
2022,07,덴마크,243
2022,07,에콰도르,226
2022,07,르완다,266
2022,07,스위스,313
2022,07,탄자니아,302
2022,07,수단,271
2022,07,기니,258
2022,07,노르웨이,251
2022,07,튀니지,300
2022,07,투르크메니스탄,229
2022,07,요르단,438
2022,07,이라크,410
2022,07,벨기에,408
2022,07,아프가니스탄,815
2022,07,페루,432
2022,07,세네갈,316
2022,07,케냐,393
2022,07,콜롬비아,497
2022,07,폴란드,462
2022,07,리비아,631
2022,07,스웨덴,468
2022,07,알제리,428
2022,07,우간다,477
2022,07,라이베리아,468
2022,07,타지키스탄,698
2022,07,아랍에미리트연합,414
2022,07,멕시코,754
2022,07,아일랜드,633
2022,07,네덜란드,653
2022,07,싱가포르,722
2022,07,스페인,967
2022,07,뉴질랜드,687
2022,07,브라질,1165
2022,07,카메룬,809
2022,07,이탈리아,942
2022,07,에티오피아,1048
2022,07,사우디아라비아,847
2022,07,예멘공화국,1068
2022,07,라오스,1695
2022,07,이란,1239
2022,07,모로코,1335
2022,07,가나,1094
2022,07,시리아,1553
2022,07,오스트레일리아,1711
2022,07,홍콩,2053
2022,07,독일,2651
2022,07,티모르민주공화국,2684
2022,07,나이지리아,2456
2022,07,남아프리카공화국,3026
2022,07,이집트,2496
2022,07,우크라이나,2884
2022,07,프랑스,4242
2022,07,말레이시아,3459
2022,07,캐나다,4195
2022,07,영국,4844
2022,07,키르기즈,4722
2022,07,인도,10877
2022,07,파키스탄,10799
2022,07,러시아(연방),14443
2022,07,방글라데시,15299
2022,07,카자흐스탄,14246
2022,07,타이완,17696
2022,07,스리랑카,19219
2022,07,일본,26258
2022,07,몽골,25713
2022,07,미국,30057
2022,07,미얀마,26122
2022,07,태국,32280
2022,07,인도네시아,33628
2022,07,네팔,37429
2022,07,캄보디아,41129
2022,07,필리핀,40350
2022,07,우즈베키스탄,43731
2022,07,베트남,184617
2022,07,한국계중국인,244342
2022,07,중국,170188
2022,08,홍콩거주난민,2
2022,08,튀르키예,2373
2022,08,영국외지시민,1
2022,08,영국속령지시민,1
2022,08,세인트빈센트그레나딘,1
2022,08,북마케도니아,13
2022,08,마샬군도,6
2022,08,교황청,2
2022,08,가이아나,7
2022,08,세이셸,2
2022,08,세인트루시아,2
2022,08,수리남,1
2022,08,앤티카바부다,1
2022,08,지부티,2
2022,08,나우루,3
2022,08,바베이도스,4
2022,08,통가,1
2022,08,파푸아뉴기니,9
2022,08,나미비아,1
2022,08,도미니카연방,5
2022,08,벨리즈,6
2022,08,팔라우,2
2022,08,몰디브,3
2022,08,코모로,4
2022,08,레소토,5
2022,08,바누아투,12
2022,08,코소보,4
2022,08,몬테네그로,12
2022,08,바하마,4
2022,08,적도기니,9
2022,08,니제르,7
2022,08,몰타,7
2022,08,보스니아-헤르체고비나,10
2022,08,중앙아프리카공화국,9
2022,08,솔로몬군도,3
2022,08,모리타니,11
2022,08,세인트크리스토퍼네비스,11
2022,08,아이슬란드,8
2022,08,에리트레아,13
2022,08,차드,9
2022,08,남수단공화국,26
2022,08,소말리아,21
2022,08,에스와티니,14
2022,08,키프로스,16
2022,08,바레인,8
2022,08,기니비사우,17
2022,08,룩셈부르크,22
2022,08,트리니다드토바고,20
2022,08,모리셔스,14
2022,08,알바니아,23
2022,08,카타르,42
2022,08,말라위,37
2022,08,보츠와나,16
2022,08,국제연합,34
2022,08,콩고,23
2022,08,우루과이,30
2022,08,베냉,15
2022,08,니카라과,37
2022,08,마다가스카르,26
2022,08,아이티,156
2022,08,부탄,45
2022,08,에스토니아,35
2022,08,레바논,37
2022,08,오만,58
2022,08,슬로베니아,49
2022,08,쿠바,35
2022,08,라트비아,65
2022,08,몰도바,43
2022,08,자메이카,35
2022,08,부르키나파소,41
2022,08,온두라스,45
2022,08,세르비아,72
2022,08,영국외지민,74
2022,08,토고,42
2022,08,미등록국가,31
2022,08,슬로바크,61
2022,08,코스타리카,77
2022,08,조지아,80
2022,08,팔레스타인,62
2022,08,모잠비크,39
2022,08,파나마,68
2022,08,엘살바도르,59
2022,08,크로아티아,77
2022,08,아르메니아,67
2022,08,피지,43
2022,08,가봉,81
2022,08,브루나이,77
2022,08,도미니카공화국,72
2022,08,볼리비아,60
2022,08,시에라리온,81
2022,08,과테말라,74
2022,08,파라과이,79
2022,08,쿠웨이트,63
2022,08,리투아니아,93
2022,08,잠비아,87
2022,08,짐바브웨,97
2022,08,마카오,79
2022,08,부룬디,163
2022,08,무국적,117
2022,08,아르헨티나,178
2022,08,불가리아,130
2022,08,체코,160
2022,08,감비아,120
2022,08,포르투갈,162
2022,08,앙골라,144
2022,08,이스라엘,177
2022,08,코트디부아르,176
2022,08,베네수엘라,161
2022,08,헝가리,186
2022,08,칠레,223
2022,08,핀란드,228
2022,08,아제르바이잔,244
2022,08,루마니아,236
2022,08,오스트리아,213
2022,08,말리,210
2022,08,그리스,183
2022,08,콩고민주공화국,251
2022,08,벨로루시,257
2022,08,덴마크,246
2022,08,에콰도르,227
2022,08,르완다,273
2022,08,스위스,305
2022,08,탄자니아,328
2022,08,수단,274
2022,08,기니,259
2022,08,노르웨이,242
2022,08,튀니지,301
2022,08,투르크메니스탄,224
2022,08,요르단,443
2022,08,이라크,414
2022,08,벨기에,388
2022,08,아프가니스탄,825
2022,08,페루,433
2022,08,세네갈,319
2022,08,케냐,402
2022,08,콜롬비아,503
2022,08,폴란드,454
2022,08,리비아,631
2022,08,스웨덴,462
2022,08,알제리,431
2022,08,우간다,483
2022,08,라이베리아,468
2022,08,타지키스탄,705
2022,08,아랍에미리트연합,419
2022,08,멕시코,754
2022,08,아일랜드,640
2022,08,네덜란드,603
2022,08,싱가포르,702
2022,08,스페인,963
2022,08,뉴질랜드,704
2022,08,브라질,1186
2022,08,카메룬,808
2022,08,이탈리아,915
2022,08,에티오피아,1062
2022,08,사우디아라비아,863
2022,08,예멘공화국,1076
2022,08,라오스,1763
2022,08,이란,1250
2022,08,모로코,1353
2022,08,가나,1096
2022,08,시리아,1558
2022,08,오스트레일리아,1727
2022,08,홍콩,2028
2022,08,독일,2570
2022,08,티모르민주공화국,2771
2022,08,나이지리아,2455
2022,08,남아프리카공화국,3085
2022,08,이집트,2496
2022,08,우크라이나,2934
2022,08,프랑스,4053
2022,08,말레이시아,3439
2022,08,캐나다,4213
2022,08,영국,4890
2022,08,키르기즈,4850
2022,08,인도,11042
2022,08,파키스탄,10922
2022,08,러시아(연방),14562
2022,08,방글라데시,15623
2022,08,카자흐스탄,14957
2022,08,타이완,17579
2022,08,스리랑카,19617
2022,08,일본,25714
2022,08,몽골,25777
2022,08,미국,30337
2022,08,미얀마,26941
2022,08,태국,32459
2022,08,인도네시아,34850
2022,08,네팔,38794
2022,08,캄보디아,41273
2022,08,필리핀,41187
2022,08,우즈베키스탄,44668
2022,08,베트남,187086
2022,08,한국계중국인,242741
2022,08,중국,169872
2022,09,홍콩거주난민,2
2022,09,튀르키예,2600
2022,09,영국외지시민,1
2022,09,세인트빈센트그레나딘,1
2022,09,북마케도니아,15
2022,09,마샬군도,6
2022,09,교황청,2
2022,09,가이아나,9
2022,09,세이셸,2
2022,09,세인트루시아,2
2022,09,수리남,1
2022,09,앤티카바부다,1
2022,09,지부티,2
2022,09,나우루,3
2022,09,바베이도스,4
2022,09,통가,1
2022,09,파푸아뉴기니,10
2022,09,나미비아,1
2022,09,도미니카연방,5
2022,09,벨리즈,5
2022,09,팔라우,2
2022,09,몰디브,3
2022,09,코모로,1
2022,09,레소토,5
2022,09,바누아투,12
2022,09,코소보,4
2022,09,몬테네그로,12
2022,09,바하마,4
2022,09,적도기니,9
2022,09,니제르,7
2022,09,몰타,7
2022,09,보스니아-헤르체고비나,10
2022,09,중앙아프리카공화국,9
2022,09,솔로몬군도,3
2022,09,모리타니,12
2022,09,세인트크리스토퍼네비스,10
2022,09,아이슬란드,9
2022,09,에리트레아,13
2022,09,차드,9
2022,09,남수단공화국,26
2022,09,소말리아,21
2022,09,에스와티니,14
2022,09,키프로스,15
2022,09,바레인,12
2022,09,기니비사우,17
2022,09,룩셈부르크,24
2022,09,트리니다드토바고,19
2022,09,모리셔스,14
2022,09,알바니아,25
2022,09,카타르,43
2022,09,말라위,35
2022,09,보츠와나,17
2022,09,국제연합,34
2022,09,콩고,23
2022,09,우루과이,33
2022,09,베냉,16
2022,09,니카라과,39
2022,09,마다가스카르,26
2022,09,아이티,176
2022,09,부탄,46
2022,09,에스토니아,37
2022,09,레바논,39
2022,09,오만,65
2022,09,슬로베니아,52
2022,09,쿠바,36
2022,09,라트비아,79
2022,09,몰도바,46
2022,09,자메이카,36
2022,09,부르키나파소,42
2022,09,온두라스,45
2022,09,세르비아,74
2022,09,영국외지민,72
2022,09,토고,43
2022,09,미등록국가,31
2022,09,슬로바크,72
2022,09,코스타리카,76
2022,09,조지아,92
2022,09,팔레스타인,65
2022,09,모잠비크,43
2022,09,파나마,73
2022,09,엘살바도르,61
2022,09,크로아티아,84
2022,09,아르메니아,68
2022,09,피지,45
2022,09,가봉,81
2022,09,브루나이,109
2022,09,도미니카공화국,71
2022,09,볼리비아,62
2022,09,시에라리온,82
2022,09,과테말라,75
2022,09,파라과이,78
2022,09,쿠웨이트,59
2022,09,리투아니아,121
2022,09,잠비아,88
2022,09,짐바브웨,100
2022,09,마카오,82
2022,09,부룬디,174
2022,09,무국적,120
2022,09,아르헨티나,179
2022,09,불가리아,134
2022,09,체코,212
2022,09,감비아,122
2022,09,포르투갈,179
2022,09,앙골라,141
2022,09,이스라엘,195
2022,09,코트디부아르,179
2022,09,베네수엘라,165
2022,09,헝가리,212
2022,09,칠레,228
2022,09,핀란드,273
2022,09,아제르바이잔,272
2022,09,루마니아,252
2022,09,오스트리아,243
2022,09,말리,215
2022,09,그리스,193
2022,09,콩고민주공화국,258
2022,09,벨로루시,273
2022,09,덴마크,320
2022,09,에콰도르,236
2022,09,르완다,307
2022,09,스위스,334
2022,09,탄자니아,373
2022,09,수단,284
2022,09,기니,260
2022,09,노르웨이,280
2022,09,튀니지,313
2022,09,투르크메니스탄,231
2022,09,요르단,461
2022,09,이라크,423
2022,09,벨기에,422
2022,09,아프가니스탄,831
2022,09,페루,455
2022,09,세네갈,324
2022,09,케냐,427
2022,09,콜롬비아,525
2022,09,폴란드,521
2022,09,리비아,642
2022,09,스웨덴,534
2022,09,알제리,440
2022,09,우간다,506
2022,09,라이베리아,470
2022,09,타지키스탄,738
2022,09,아랍에미리트연합,450
2022,09,멕시코,841
2022,09,아일랜드,657
2022,09,네덜란드,744
2022,09,싱가포르,766
2022,09,스페인,1062
2022,09,뉴질랜드,706
2022,09,브라질,1224
2022,09,카메룬,823
2022,09,이탈리아,993
2022,09,에티오피아,1089
2022,09,사우디아라비아,864
2022,09,예멘공화국,1084
2022,09,라오스,1771
2022,09,이란,1247
2022,09,모로코,1418
2022,09,가나,1138
2022,09,시리아,1573
2022,09,오스트레일리아,1767
2022,09,홍콩,2066
2022,09,독일,3036
2022,09,티모르민주공화국,2849
2022,09,나이지리아,2505
2022,09,남아프리카공화국,3169
2022,09,이집트,2514
2022,09,우크라이나,3015
2022,09,프랑스,4726
2022,09,말레이시아,3573
2022,09,캐나다,4232
2022,09,영국,4972
2022,09,키르기즈,4995
2022,09,인도,11503
2022,09,파키스탄,11099
2022,09,러시아(연방),14891
2022,09,방글라데시,16006
2022,09,카자흐스탄,15762
2022,09,타이완,17691
2022,09,스리랑카,20051
2022,09,일본,26156
2022,09,몽골,26194
2022,09,미국,30877
2022,09,미얀마,27864
2022,09,태국,32756
2022,09,인도네시아,36618
2022,09,네팔,40235
2022,09,캄보디아,41921
2022,09,필리핀,41384
2022,09,우즈베키스탄,46178
2022,09,베트남,189654
2022,09,한국계중국인,240873
2022,09,중국,173365
2022,10,홍콩거주난민,3
2022,10,튀르키예,2660
2022,10,영국외지시민,1
2022,10,세인트빈센트그레나딘,1
2022,10,북마케도니아,14
2022,10,마샬군도,6
2022,10,국적불명,1
2022,10,교황청,2
2022,10,가이아나,9
2022,10,세이셸,2
2022,10,세인트루시아,2
2022,10,수리남,1
2022,10,앤티카바부다,1
2022,10,지부티,1
2022,10,나우루,3
2022,10,바베이도스,4
2022,10,통가,1
2022,10,파푸아뉴기니,9
2022,10,나미비아,1
2022,10,도미니카연방,5
2022,10,벨리즈,5
2022,10,팔라우,2
2022,10,몰디브,4
2022,10,코모로,1
2022,10,레소토,5
2022,10,바누아투,12
2022,10,코소보,4
2022,10,몬테네그로,11
2022,10,바하마,4
2022,10,적도기니,8
2022,10,니제르,7
2022,10,몰타,7
2022,10,보스니아-헤르체고비나,9
2022,10,중앙아프리카공화국,9
2022,10,솔로몬군도,4
2022,10,모리타니,12
2022,10,세인트크리스토퍼네비스,11
2022,10,아이슬란드,14
2022,10,에리트레아,13
2022,10,차드,10
2022,10,남수단공화국,30
2022,10,소말리아,24
2022,10,에스와티니,12
2022,10,키프로스,13
2022,10,바레인,13
2022,10,기니비사우,16
2022,10,룩셈부르크,27
2022,10,트리니다드토바고,19
2022,10,모리셔스,17
2022,10,알바니아,24
2022,10,카타르,43
2022,10,말라위,40
2022,10,보츠와나,17
2022,10,국제연합,35
2022,10,콩고,24
2022,10,우루과이,34
2022,10,베냉,15
2022,10,니카라과,38
2022,10,마다가스카르,25
2022,10,아이티,186
2022,10,부탄,46
2022,10,에스토니아,42
2022,10,레바논,38
2022,10,오만,70
2022,10,슬로베니아,51
2022,10,쿠바,36
2022,10,라트비아,79
2022,10,몰도바,51
2022,10,자메이카,36
2022,10,부르키나파소,42
2022,10,온두라스,47
2022,10,세르비아,74
2022,10,영국외지민,77
2022,10,토고,40
2022,10,미등록국가,30
2022,10,슬로바크,77
2022,10,코스타리카,78
2022,10,조지아,91
2022,10,팔레스타인,70
2022,10,모잠비크,51
2022,10,파나마,74
2022,10,엘살바도르,66
2022,10,크로아티아,91
2022,10,아르메니아,69
2022,10,피지,43
2022,10,가봉,84
2022,10,브루나이,114
2022,10,도미니카공화국,71
2022,10,볼리비아,64
2022,10,시에라리온,82
2022,10,과테말라,77
2022,10,파라과이,78
2022,10,쿠웨이트,58
2022,10,리투아니아,127
2022,10,잠비아,88
2022,10,짐바브웨,104
2022,10,마카오,83
2022,10,부룬디,189
2022,10,무국적,123
2022,10,아르헨티나,176
2022,10,불가리아,129
2022,10,체코,207
2022,10,감비아,122
2022,10,포르투갈,174
2022,10,앙골라,144
2022,10,이스라엘,200
2022,10,코트디부아르,179
2022,10,베네수엘라,166
2022,10,헝가리,225
2022,10,칠레,234
2022,10,핀란드,282
2022,10,아제르바이잔,283
2022,10,루마니아,260
2022,10,오스트리아,258
2022,10,말리,222
2022,10,그리스,206
2022,10,콩고민주공화국,267
2022,10,벨로루시,279
2022,10,덴마크,361
2022,10,에콰도르,246
2022,10,르완다,316
2022,10,스위스,339
2022,10,탄자니아,397
2022,10,수단,281
2022,10,기니,260
2022,10,노르웨이,290
2022,10,튀니지,315
2022,10,투르크메니스탄,235
2022,10,요르단,468
2022,10,이라크,432
2022,10,벨기에,442
2022,10,아프가니스탄,828
2022,10,페루,467
2022,10,세네갈,322
2022,10,케냐,436
2022,10,콜롬비아,530
2022,10,폴란드,508
2022,10,리비아,646
2022,10,스웨덴,570
2022,10,알제리,446
2022,10,우간다,525
2022,10,라이베리아,475
2022,10,타지키스탄,752
2022,10,아랍에미리트연합,481
2022,10,멕시코,904
2022,10,아일랜드,643
2022,10,네덜란드,827
2022,10,싱가포르,823
2022,10,스페인,1038
2022,10,뉴질랜드,708
2022,10,브라질,1241
2022,10,카메룬,827
2022,10,이탈리아,1027
2022,10,에티오피아,1098
2022,10,사우디아라비아,914
2022,10,예멘공화국,1082
2022,10,라오스,1760
2022,10,이란,1252
2022,10,모로코,1429
2022,10,가나,1162
2022,10,시리아,1590
2022,10,오스트레일리아,1811
2022,10,홍콩,2122
2022,10,독일,3280
2022,10,티모르민주공화국,2932
2022,10,나이지리아,2525
2022,10,남아프리카공화국,3211
2022,10,이집트,2511
2022,10,우크라이나,3099
2022,10,프랑스,4427
2022,10,말레이시아,3600
2022,10,캐나다,4309
2022,10,영국,5022
2022,10,키르기즈,5178
2022,10,인도,11803
2022,10,파키스탄,11292
2022,10,러시아(연방),15153
2022,10,방글라데시,16327
2022,10,카자흐스탄,16369
2022,10,타이완,17789
2022,10,스리랑카,20439
2022,10,일본,26811
2022,10,몽골,26922
2022,10,미국,31327
2022,10,미얀마,28955
2022,10,태국,32860
2022,10,인도네시아,37912
2022,10,네팔,41868
2022,10,캄보디아,42536
2022,10,필리핀,41221
2022,10,우즈베키스탄,47427
2022,10,베트남,192233
2022,10,한국계중국인,239451
2022,10,중국,175589
2022,11,홍콩거주난민,3
2022,11,튀르키예,2735
2022,11,영국외지시민,1
2022,11,세인트빈센트그레나딘,1
2022,11,사모아,1
2022,11,북마케도니아,14
2022,11,마샬군도,7
2022,11,국적불명,1
2022,11,교황청,2
2022,11,가이아나,9
2022,11,세이셸,2
2022,11,세인트루시아,2
