년,월,국적지역,등록외국인 수
2022,11,수리남,1
2022,11,앤티카바부다,1
2022,11,지부티,1
2022,11,나우루,3
2022,11,바베이도스,4
2022,11,통가,1
2022,11,파푸아뉴기니,9
2022,11,나미비아,2
2022,11,도미니카연방,5
2022,11,벨리즈,5
2022,11,팔라우,2
2022,11,몰디브,4
2022,11,코모로,2
2022,11,레소토,5
2022,11,바누아투,12
2022,11,코소보,4
2022,11,몬테네그로,11
2022,11,바하마,4
2022,11,적도기니,8
2022,11,니제르,7
2022,11,몰타,7
2022,11,보스니아-헤르체고비나,10
2022,11,중앙아프리카공화국,9
2022,11,솔로몬군도,4
2022,11,모리타니,12
2022,11,세인트크리스토퍼네비스,11
2022,11,아이슬란드,14
2022,11,에리트레아,13
2022,11,차드,10
2022,11,남수단공화국,30
2022,11,소말리아,24
2022,11,에스와티니,12
2022,11,키프로스,14
2022,11,바레인,14
2022,11,기니비사우,16
2022,11,룩셈부르크,31
2022,11,트리니다드토바고,21
2022,11,모리셔스,18
2022,11,알바니아,25
2022,11,카타르,43
2022,11,말라위,44
2022,11,보츠와나,18
2022,11,국제연합,35
2022,11,콩고,25
2022,11,우루과이,34
2022,11,베냉,16
2022,11,니카라과,39
2022,11,마다가스카르,26
2022,11,아이티,188
2022,11,부탄,46
2022,11,에스토니아,44
2022,11,레바논,38
2022,11,오만,71
2022,11,슬로베니아,52
2022,11,쿠바,36
2022,11,라트비아,82
2022,11,몰도바,49
2022,11,자메이카,38
2022,11,부르키나파소,43
2022,11,온두라스,45
2022,11,세르비아,71
2022,11,영국외지민,75
2022,11,토고,38
2022,11,미등록국가,31
2022,11,슬로바크,79
2022,11,코스타리카,78
2022,11,조지아,91
2022,11,팔레스타인,76
2022,11,모잠비크,51
2022,11,파나마,75
2022,11,엘살바도르,67
2022,11,크로아티아,93
2022,11,아르메니아,69
2022,11,피지,44
2022,11,가봉,83
2022,11,브루나이,138
2022,11,도미니카공화국,72
2022,11,볼리비아,70
2022,11,시에라리온,83
2022,11,과테말라,80
2022,11,파라과이,77
2022,11,쿠웨이트,50
2022,11,리투아니아,133
2022,11,잠비아,88
2022,11,짐바브웨,106
2022,11,마카오,90
2022,11,부룬디,204
2022,11,무국적,121
2022,11,아르헨티나,206
2022,11,불가리아,132
2022,11,체코,223
2022,11,감비아,125
2022,11,포르투갈,178
2022,11,앙골라,145
2022,11,이스라엘,203
2022,11,코트디부아르,181
2022,11,베네수엘라,170
2022,11,헝가리,224
2022,11,칠레,241
2022,11,핀란드,304
2022,11,아제르바이잔,292
2022,11,루마니아,268
2022,11,오스트리아,277
2022,11,말리,232
2022,11,그리스,220
2022,11,콩고민주공화국,274
2022,11,벨로루시,288
2022,11,덴마크,388
2022,11,에콰도르,250
2022,11,르완다,323
2022,11,스위스,372
2022,11,탄자니아,446
2022,11,수단,288
2022,11,기니,259
2022,11,노르웨이,301
2022,11,튀니지,322
2022,11,투르크메니스탄,238
2022,11,요르단,473
2022,11,이라크,446
2022,11,벨기에,480
2022,11,아프가니스탄,829
2022,11,페루,473
2022,11,세네갈,321
2022,11,케냐,452
2022,11,콜롬비아,536
2022,11,폴란드,525
2022,11,리비아,660
2022,11,스웨덴,620
2022,11,알제리,453
2022,11,우간다,546
2022,11,라이베리아,476
2022,11,타지키스탄,782
2022,11,아랍에미리트연합,504
2022,11,멕시코,942
2022,11,아일랜드,647
2022,11,네덜란드,925
2022,11,싱가포르,854
2022,11,스페인,1151
2022,11,뉴질랜드,704
2022,11,브라질,1261
2022,11,카메룬,836
2022,11,이탈리아,1078
2022,11,에티오피아,1117
2022,11,사우디아라비아,918
2022,11,예멘공화국,1092
2022,11,라오스,1830
2022,11,이란,1272
2022,11,모로코,1469
2022,11,가나,1162
2022,11,시리아,1608
2022,11,오스트레일리아,1853
2022,11,홍콩,2165
2022,11,독일,3496
2022,11,티모르민주공화국,3025
2022,11,나이지리아,2533
2022,11,남아프리카공화국,3298
2022,11,이집트,2509
2022,11,우크라이나,3166
2022,11,프랑스,4962
2022,11,말레이시아,3657
2022,11,캐나다,4387
2022,11,영국,5109
2022,11,키르기즈,5324
2022,11,인도,12091
2022,11,파키스탄,11614
2022,11,러시아(연방),15577
2022,11,방글라데시,16879
2022,11,카자흐스탄,16828
2022,11,타이완,17779
2022,11,스리랑카,21344
2022,11,일본,26945
2022,11,몽골,27385
2022,11,미국,31699
2022,11,미얀마,30047
2022,11,태국,33202
2022,11,인도네시아,39390
2022,11,네팔,43587
2022,11,캄보디아,44097
2022,11,필리핀,42112
2022,11,우즈베키스탄,48700
2022,11,베트남,195710
2022,11,한국계중국인,238177
2022,11,중국,180664
2022,12,홍콩거주난민,2
2022,12,튀르키예,2772
2022,12,영국외지시민,1
2022,12,세인트빈센트그레나딘,1
2022,12,사모아,1
2022,12,북마케도니아,14
2022,12,마샬군도,7
2022,12,교황청,2
2022,12,가이아나,11
2022,12,세이셸,2
2022,12,세인트루시아,2
2022,12,수리남,1
2022,12,앤티카바부다,1
2022,12,지부티,1
2022,12,그레나다,1
2022,12,나우루,3
2022,12,바베이도스,4
2022,12,파푸아뉴기니,6
2022,12,나미비아,2
2022,12,도미니카연방,6
2022,12,벨리즈,5
2022,12,팔라우,2
2022,12,몰디브,3
2022,12,코모로,2
2022,12,레소토,5
2022,12,바누아투,12
2022,12,코소보,4
2022,12,몬테네그로,11
2022,12,바하마,4
2022,12,적도기니,8
2022,12,니제르,7
2022,12,몰타,8
2022,12,보스니아-헤르체고비나,10
2022,12,중앙아프리카공화국,10
2022,12,솔로몬군도,4
2022,12,모리타니,12
2022,12,세인트크리스토퍼네비스,11
2022,12,아이슬란드,10
2022,12,에리트레아,13
2022,12,차드,11
2022,12,남수단공화국,31
2022,12,소말리아,25
2022,12,에스와티니,12
2022,12,키프로스,14
2022,12,바레인,14
2022,12,기니비사우,14
2022,12,룩셈부르크,30
2022,12,트리니다드토바고,21
2022,12,모리셔스,19
2022,12,알바니아,23
2022,12,카타르,42
2022,12,말라위,40
2022,12,보츠와나,18
2022,12,국제연합,35
2022,12,콩고,25
2022,12,우루과이,33
2022,12,베냉,16
2022,12,니카라과,39
2022,12,마다가스카르,26
2022,12,아이티,188
2022,12,부탄,42
2022,12,에스토니아,42
2022,12,레바논,35
2022,12,오만,69
2022,12,슬로베니아,51
2022,12,쿠바,35
2022,12,라트비아,78
2022,12,몰도바,48
2022,12,자메이카,37
2022,12,부르키나파소,42
2022,12,온두라스,46
2022,12,세르비아,69
2022,12,영국외지민,79
2022,12,토고,39
2022,12,미등록국가,32
2022,12,슬로바크,72
2022,12,코스타리카,77
2022,12,조지아,91
2022,12,팔레스타인,75
2022,12,모잠비크,48
2022,12,파나마,75
2022,12,엘살바도르,64
2022,12,크로아티아,91
2022,12,아르메니아,68
2022,12,피지,44
2022,12,가봉,81
2022,12,브루나이,120
2022,12,도미니카공화국,69
2022,12,볼리비아,69
2022,12,시에라리온,84
2022,12,과테말라,78
2022,12,파라과이,74
2022,12,쿠웨이트,52
2022,12,리투아니아,116
2022,12,잠비아,90
2022,12,짐바브웨,106
2022,12,마카오,90
2022,12,부룬디,208
2022,12,무국적,122
2022,12,아르헨티나,204
2022,12,불가리아,130
2022,12,체코,190
2022,12,감비아,129
2022,12,포르투갈,177
2022,12,앙골라,148
2022,12,이스라엘,200
2022,12,코트디부아르,183
2022,12,베네수엘라,166
2022,12,헝가리,204
2022,12,칠레,238
2022,12,핀란드,251
2022,12,아제르바이잔,287
2022,12,루마니아,266
2022,12,오스트리아,256
2022,12,말리,235
2022,12,그리스,219
2022,12,콩고민주공화국,278
2022,12,벨로루시,291
2022,12,덴마크,345
2022,12,에콰도르,247
2022,12,르완다,320
2022,12,스위스,346
2022,12,탄자니아,454
2022,12,수단,294
2022,12,기니,255
2022,12,노르웨이,285
2022,12,튀니지,338
2022,12,투르크메니스탄,240
2022,12,요르단,481
2022,12,이라크,433
2022,12,벨기에,459
2022,12,아프가니스탄,832
2022,12,페루,472
2022,12,세네갈,317
2022,12,케냐,458
2022,12,콜롬비아,527
2022,12,폴란드,512
2022,12,리비아,677
2022,12,스웨덴,576
2022,12,알제리,451
2022,12,우간다,551
2022,12,라이베리아,472
2022,12,타지키스탄,797
2022,12,아랍에미리트연합,502
2022,12,멕시코,855
2022,12,아일랜드,644
2022,12,네덜란드,806
2022,12,싱가포르,799
2022,12,스페인,1101
2022,12,뉴질랜드,706
2022,12,브라질,1244
2022,12,카메룬,826
2022,12,이탈리아,1051
2022,12,에티오피아,1117
2022,12,사우디아라비아,925
2022,12,예멘공화국,1098
2022,12,라오스,1908
2022,12,이란,1286
2022,12,모로코,1487
2022,12,가나,1163
2022,12,시리아,1617
2022,12,오스트레일리아,1819
2022,12,홍콩,2126
2022,12,독일,3187
2022,12,티모르민주공화국,3097
2022,12,나이지리아,2522
2022,12,남아프리카공화국,3335
2022,12,이집트,2514
2022,12,우크라이나,3191
2022,12,프랑스,4852
2022,12,말레이시아,3612
2022,12,캐나다,4349
2022,12,영국,5125
2022,12,키르기즈,5525
2022,12,인도,12267
2022,12,파키스탄,11806
2022,12,러시아(연방),15835
2022,12,방글라데시,17539
2022,12,카자흐스탄,17239
2022,12,타이완,17683
2022,12,스리랑카,22282
2022,12,일본,26656
2022,12,몽골,27884
2022,12,미국,31000
2022,12,미얀마,30805
2022,12,태국,33775
2022,12,인도네시아,40291
2022,12,네팔,44755
2022,12,캄보디아,45231
2022,12,필리핀,43020
2022,12,우즈베키스탄,49149
2022,12,베트남,196883
2022,12,한국계중국인,237869
2022,12,중국,181571
2023,01,홍콩거주난민,2
2023,01,튀르키예,2754
2023,01,영국외지시민,1
2023,01,세인트빈센트그레나딘,1
2023,01,북마케도니아,13
2023,01,마샬군도,7
2023,01,교황청,2
2023,01,가이아나,10
2023,01,세이셸,2
2023,01,세인트루시아,2
2023,01,수리남,1
2023,01,앤티카바부다,1
2023,01,지부티,1
2023,01,그레나다,1
2023,01,나우루,2
2023,01,바베이도스,4
2023,01,파푸아뉴기니,5
2023,01,나미비아,2
2023,01,도미니카연방,6
2023,01,벨리즈,3
2023,01,팔라우,2
2023,01,몰디브,3
2023,01,코모로,3
2023,01,레소토,5
2023,01,바누아투,12
2023,01,코소보,4
2023,01,몬테네그로,10
2023,01,바하마,4
2023,01,적도기니,9
2023,01,니제르,6
2023,01,몰타,8
2023,01,보스니아-헤르체고비나,8
2023,01,중앙아프리카공화국,10
2023,01,솔로몬군도,5
2023,01,모리타니,12
2023,01,세인트크리스토퍼네비스,10
2023,01,아이슬란드,10
2023,01,에리트레아,12
2023,01,차드,11
2023,01,남수단공화국,30
2023,01,소말리아,23
2023,01,에스와티니,12
2023,01,키프로스,14
2023,01,바레인,15
2023,01,기니비사우,14
2023,01,룩셈부르크,30
2023,01,트리니다드토바고,22
2023,01,모리셔스,17
2023,01,알바니아,24
2023,01,카타르,44
2023,01,말라위,38
2023,01,보츠와나,19
2023,01,국제연합,35
2023,01,콩고,25
2023,01,우루과이,32
2023,01,베냉,16
2023,01,니카라과,39
2023,01,마다가스카르,26
2023,01,아이티,189
2023,01,부탄,41
2023,01,에스토니아,41
2023,01,레바논,37
2023,01,오만,62
2023,01,슬로베니아,49
2023,01,쿠바,36
2023,01,라트비아,76
2023,01,몰도바,48
2023,01,자메이카,38
2023,01,부르키나파소,42
2023,01,온두라스,47
2023,01,세르비아,67
2023,01,영국외지민,76
2023,01,토고,39
2023,01,미등록국가,31
2023,01,슬로바크,68
2023,01,코스타리카,74
2023,01,조지아,94
2023,01,팔레스타인,75
2023,01,모잠비크,46
2023,01,파나마,75
2023,01,엘살바도르,63
2023,01,크로아티아,81
2023,01,아르메니아,69
2023,01,피지,43
2023,01,가봉,80
2023,01,브루나이,101
2023,01,도미니카공화국,63
2023,01,볼리비아,68
2023,01,시에라리온,84
2023,01,과테말라,74
2023,01,파라과이,71
2023,01,쿠웨이트,53
2023,01,리투아니아,108
2023,01,잠비아,94
2023,01,짐바브웨,103
2023,01,마카오,92
2023,01,부룬디,211
2023,01,무국적,123
2023,01,아르헨티나,185
2023,01,불가리아,128
2023,01,체코,171
2023,01,감비아,131
2023,01,포르투갈,160
2023,01,앙골라,146
2023,01,이스라엘,199
2023,01,코트디부아르,182
2023,01,베네수엘라,161
2023,01,헝가리,202
2023,01,칠레,240
2023,01,핀란드,224
2023,01,아제르바이잔,290
2023,01,루마니아,265
2023,01,오스트리아,243
2023,01,말리,237
2023,01,그리스,203
2023,01,콩고민주공화국,280
2023,01,벨로루시,297
2023,01,덴마크,316
2023,01,에콰도르,245
2023,01,르완다,334
2023,01,스위스,321
2023,01,탄자니아,450
2023,01,수단,293
2023,01,기니,253
2023,01,노르웨이,288
2023,01,튀니지,369
2023,01,투르크메니스탄,248
2023,01,요르단,492
2023,01,이라크,431
2023,01,벨기에,431
2023,01,아프가니스탄,835
2023,01,페루,475
2023,01,세네갈,321
2023,01,케냐,474
2023,01,콜롬비아,517
2023,01,폴란드,510
2023,01,리비아,695
2023,01,스웨덴,535
2023,01,알제리,449
2023,01,우간다,553
2023,01,라이베리아,471
2023,01,타지키스탄,805
2023,01,아랍에미리트연합,486
2023,01,멕시코,770
2023,01,아일랜드,642
2023,01,네덜란드,686
2023,01,싱가포르,747
2023,01,스페인,1051
2023,01,뉴질랜드,703
2023,01,브라질,1229
2023,01,카메룬,823
2023,01,이탈리아,1005
2023,01,에티오피아,1121
2023,01,사우디아라비아,940
2023,01,예멘공화국,1107
2023,01,라오스,1990
2023,01,이란,1285
2023,01,모로코,1498
2023,01,가나,1160
2023,01,시리아,1637
2023,01,오스트레일리아,1809
2023,01,홍콩,2097
2023,01,독일,2834
2023,01,티모르민주공화국,3151
2023,01,나이지리아,2519
2023,01,남아프리카공화국,3391
2023,01,이집트,2502
2023,01,우크라이나,3180
2023,01,프랑스,4838
2023,01,말레이시아,3528
2023,01,캐나다,4326
2023,01,영국,5150
2023,01,키르기즈,5633
2023,01,인도,12264
2023,01,파키스탄,11946
2023,01,러시아(연방),16189
2023,01,방글라데시,17964
2023,01,카자흐스탄,17601
2023,01,타이완,17561
2023,01,스리랑카,22977
2023,01,일본,26602
2023,01,몽골,28345
2023,01,미국,30909
2023,01,미얀마,31186
2023,01,태국,34219
2023,01,인도네시아,40772
2023,01,네팔,44508
2023,01,캄보디아,46161
2023,01,필리핀,43734
2023,01,우즈베키스탄,49336
2023,01,베트남,198034
2023,01,한국계중국인,237025
2023,01,중국,182654
2023,02,한국계중국인,236664
2023,02,베트남,198795
2023,02,중국,181979
2023,02,우즈베키스탄,49436
2023,02,캄보디아,46778
2023,02,네팔,44877
2023,02,필리핀,44212
2023,02,인도네시아,41294
2023,02,태국,34628
2023,02,미얀마,31293
2023,02,미국,30897
2023,02,몽골,28367
2023,02,일본,25600
2023,02,스리랑카,23659
2023,02,방글라데시,18575
2023,02,카자흐스탄,17870
2023,02,타이완,17454
2023,02,러시아(연방),16514
2023,02,인도,12216
2023,02,파키스탄,12067
2023,02,키르기즈,5718
2023,02,영국,5082
2023,02,프랑스,4827
2023,02,캐나다,4263
2023,02,말레이시아,3474
2023,02,남아프리카공화국,3443
2023,02,티모르민주공화국,3240
2023,02,우크라이나,3180
2023,02,튀르키예,2780
2023,02,독일,2727
2023,02,나이지리아,2511
2023,02,이집트,2507
2023,02,홍콩,2067
2023,02,라오스,2044
2023,02,오스트레일리아,1799
2023,02,시리아,1638
2023,02,모로코,1511
2023,02,이란,1281
2023,02,브라질,1270
2023,02,가나,1169
2023,02,에티오피아,1142
2023,02,예멘공화국,1114
2023,02,스페인,1043
2023,02,이탈리아,998
2023,02,사우디아라비아,883
2023,02,아프가니스탄,848
2023,02,타지키스탄,825
2023,02,카메룬,817
2023,02,멕시코,764
2023,02,싱가포르,743
2023,02,뉴질랜드,705
2023,02,리비아,698
2023,02,네덜란드,669
2023,02,아일랜드,625
2023,02,우간다,552
2023,02,콜롬비아,521
2023,02,스웨덴,521
2023,02,폴란드,495
2023,02,요르단,492
2023,02,케냐,490
2023,02,페루,475
2023,02,라이베리아,472
2023,02,아랍에미리트연합,461
2023,02,탄자니아,454
2023,02,알제리,445
2023,02,이라크,436
2023,02,벨기에,422
2023,02,튀니지,383
2023,02,르완다,342
2023,02,세네갈,321
2023,02,스위스,315
2023,02,덴마크,304
2023,02,수단,303
2023,02,벨로루시,300
2023,02,아제르바이잔,294
2023,02,노르웨이,294
2023,02,콩고민주공화국,281
2023,02,투르크메니스탄,264
2023,02,루마니아,262
2023,02,기니,249
2023,02,오스트리아,245
2023,02,말리,241
2023,02,에콰도르,240
2023,02,칠레,234
2023,02,핀란드,217
2023,02,부룬디,216
2023,02,이스라엘,202
2023,02,헝가리,202
2023,02,그리스,196
2023,02,아이티,190
2023,02,아르헨티나,184
2023,02,코트디부아르,181
2023,02,체코,171
2023,02,베네수엘라,162
2023,02,포르투갈,160
2023,02,앙골라,145
2023,02,감비아,131
2023,02,불가리아,126
2023,02,무국적,125
2023,02,리투아니아,110
2023,02,짐바브웨,106
2023,02,브루나이,97
2023,02,잠비아,96
2023,02,조지아,90
2023,02,마카오,89
2023,02,시에라리온,87
2023,02,크로아티아,80
2023,02,가봉,80
2023,02,영국외지민,78
2023,02,팔레스타인,77
2023,02,파나마,76
2023,02,라트비아,75
2023,02,코스타리카,74
2023,02,과테말라,73
2023,02,파라과이,71
2023,02,볼리비아,70
2023,02,세르비아,69
2023,02,아르메니아,68
2023,02,슬로바크,67
2023,02,엘살바도르,64
2023,02,도미니카공화국,63
2023,02,오만,56
2023,02,쿠웨이트,49
2023,02,슬로베니아,48
2023,02,몰도바,47
2023,02,온두라스,47
2023,02,모잠비크,47
2023,02,카타르,46
2023,02,말라위,43
2023,02,부르키나파소,43
2023,02,에스토니아,42
2023,02,피지,42
2023,02,니카라과,40
2023,02,부탄,40
2023,02,토고,39
2023,02,국제연합,37
2023,02,레바논,37
2023,02,쿠바,36
2023,02,자메이카,35
2023,02,우루과이,34
2023,02,남수단공화국,30
2023,02,룩셈부르크,29
2023,02,미등록국가,29
2023,02,소말리아,28
2023,02,콩고,26
2023,02,마다가스카르,26
2023,02,알바니아,23
2023,02,트리니다드토바고,22
2023,02,보츠와나,20
2023,02,모리셔스,17
2023,02,베냉,16
2023,02,키프로스,14
2023,02,북마케도니아,13
2023,02,바누아투,13
2023,02,바레인,13
2023,02,모리타니,12
2023,02,에리트레아,12
2023,02,에스와티니,12
2023,02,기니비사우,12
2023,02,중앙아프리카공화국,11
2023,02,차드,11
2023,02,가이아나,10
2023,02,몬테네그로,10
2023,02,세인트크리스토퍼네비스,10
2023,02,적도기니,9
2023,02,아이슬란드,9
2023,02,몰타,8
2023,02,보스니아-헤르체고비나,8
2023,02,마샬군도,7
2023,02,니제르,7
2023,02,도미니카연방,6
2023,02,파푸아뉴기니,5
2023,02,레소토,5
2023,02,솔로몬군도,5
2023,02,바베이도스,4
2023,02,코소보,4
2023,02,바하마,4
2023,02,벨리즈,3
2023,02,몰디브,3
2023,02,코모로,3
2023,02,홍콩거주난민,2
2023,02,교황청,2
2023,02,세이셸,2
2023,02,세인트루시아,2
2023,02,나우루,2
2023,02,나미비아,2
2023,02,팔라우,2
2023,02,영국외지시민,1
2023,02,세인트빈센트그레나딘,1
2023,02,수리남,1
2023,02,앤티카바부다,1
2023,02,지부티,1
2023,02,그레나다,1
2023,03,한국계중국인,237604
2023,03,베트남,201224
2023,03,중국,186966
2023,03,우즈베키스탄,50351
2023,03,캄보디아,47138
2023,03,네팔,46371
2023,03,필리핀,44829
2023,03,인도네시아,42653
2023,03,태국,35182
2023,03,미얀마,31802
2023,03,미국,31634
2023,03,몽골,28825
2023,03,일본,26429
2023,03,스리랑카,24533
2023,03,방글라데시,19264
2023,03,카자흐스탄,18181
2023,03,타이완,17781
2023,03,러시아(연방),17183
2023,03,인도,12427
2023,03,파키스탄,12410
2023,03,키르기즈,5883
2023,03,프랑스,5354
2023,03,영국,5160
2023,03,캐나다,4317
2023,03,말레이시아,3683
2023,03,남아프리카공화국,3585
2023,03,티모르민주공화국,3320
2023,03,우크라이나,3200
2023,03,독일,3077
2023,03,튀르키예,2886
2023,03,나이지리아,2533
2023,03,이집트,2526
2023,03,라오스,2379
2023,03,홍콩,2167
2023,03,오스트레일리아,1853
2023,03,시리아,1649
2023,03,모로코,1531
2023,03,브라질,1333
2023,03,이란,1285
2023,03,에티오피아,1182
2023,03,가나,1179
2023,03,예멘공화국,1129
2023,03,스페인,1122
2023,03,이탈리아,1080
2023,03,사우디아라비아,854
2023,03,아프가니스탄,849
2023,03,타지키스탄,839
2023,03,멕시코,827
2023,03,싱가포르,826
2023,03,카메룬,818
2023,03,네덜란드,768
2023,03,뉴질랜드,719
2023,03,리비아,704
2023,03,아일랜드,625
2023,03,콜롬비아,581
2023,03,우간다,560
2023,03,스웨덴,555
2023,03,폴란드,533
2023,03,요르단,500
2023,03,케냐,499
2023,03,페루,491
2023,03,라이베리아,475
2023,03,아랍에미리트연합,470
2023,03,탄자니아,462
2023,03,이라크,450
2023,03,알제리,440
2023,03,벨기에,436
2023,03,튀니지,421
2023,03,르완다,366
2023,03,스위스,357
2023,03,세네갈,325
2023,03,덴마크,323
2023,03,벨라루스,321
2023,03,노르웨이,314
2023,03,수단,308
2023,03,아제르바이잔,306
2023,03,핀란드,304
2023,03,투르크메니스탄,284
2023,03,콩고민주공화국,282
2023,03,루마니아,271
2023,03,오스트리아,260
2023,03,기니,253
2023,03,칠레,251
2023,03,에콰도르,241
2023,03,말리,240
2023,03,부룬디,238
2023,03,헝가리,223
2023,03,체코,210
2023,03,이스라엘,206
2023,03,그리스,203
2023,03,아이티,190
2023,03,코트디부아르,188
2023,03,아르헨티나,185
2023,03,포르투갈,175
2023,03,베네수엘라,167
2023,03,앙골라,147
2023,03,불가리아,141
2023,03,리투아니아,139
2023,03,브루나이,130
2023,03,감비아,130
2023,03,무국적,128
2023,03,짐바브웨,108
2023,03,잠비아,102
2023,03,마카오,100
2023,03,조지아,95
2023,03,시에라리온,87
2023,03,크로아티아,85
2023,03,가봉,81
2023,03,영국외지민,78
2023,03,파나마,78
2023,03,라트비아,77
2023,03,팔레스타인,77
2023,03,슬로바크,76
2023,03,코스타리카,75
2023,03,과테말라,75
2023,03,파라과이,72
2023,03,세르비아,71
2023,03,볼리비아,70
2023,03,아르메니아,69
2023,03,엘살바도르,65
2023,03,도미니카공화국,64
2023,03,오만,60
2023,03,말라위,52
2023,03,몰도바,52
2023,03,슬로베니아,51
2023,03,쿠웨이트,49
2023,03,온두라스,48
2023,03,모잠비크,48
2023,03,카타르,47
2023,03,에스토니아,45
2023,03,부르키나파소,43
2023,03,피지,41
2023,03,니카라과,40
2023,03,부탄,40
2023,03,토고,39
2023,03,레바논,38
2023,03,국제연합,37
2023,03,우루과이,36
2023,03,쿠바,36
2023,03,자메이카,32
2023,03,룩셈부르크,31
2023,03,남수단공화국,30
2023,03,미등록국가,28
2023,03,소말리아,27
2023,03,콩고,25
2023,03,마다가스카르,25
2023,03,알바니아,23
2023,03,트리니다드토바고,21
2023,03,보츠와나,20
2023,03,모리셔스,17
2023,03,베냉,16
2023,03,북마케도니아,14
2023,03,키프로스,14
2023,03,바누아투,13
2023,03,아이슬란드,12
2023,03,에리트레아,12
2023,03,바레인,12
2023,03,기니비사우,12
2023,03,가이아나,11
2023,03,중앙아프리카공화국,11
2023,03,모리타니,11
2023,03,차드,11
2023,03,몬테네그로,10
2023,03,적도기니,10
2023,03,세인트크리스토퍼네비스,10
2023,03,에스와티니,9
2023,03,마샬군도,8
2023,03,몰타,8
2023,03,보스니아-헤르체고비나,8
2023,03,도미니카연방,7
2023,03,니제르,7
2023,03,바베이도스,6
2023,03,파푸아뉴기니,5
2023,03,레소토,5
2023,03,코소보,5
2023,03,솔로몬군도,5
2023,03,세인트루시아,4
2023,03,바하마,4
2023,03,벨리즈,3
2023,03,몰디브,3
2023,03,코모로,3
2023,03,홍콩거주난민,2
2023,03,교황청,2
2023,03,세이셸,2
2023,03,나우루,2
2023,03,나미비아,2
2023,03,팔라우,2
2023,03,키리바시,2
2023,03,영국해외영토시민,1
2023,03,영국외지시민,1
2023,03,세인트빈센트그레나딘,1
2023,03,리히텐슈타인,1
2023,03,수리남,1
2023,03,앤티카바부다,1
2023,03,지부티,1
2023,03,그레나다,1
2023,04,한국계중국인,239085
2023,04,베트남,206105
2023,04,중국,188017
2023,04,우즈베키스탄,51090
2023,04,캄보디아,47855
2023,04,네팔,47482
2023,04,필리핀,45582
2023,04,인도네시아,43149
2023,04,태국,35730
2023,04,미얀마,32196
2023,04,미국,31964
